diagnos,grp,code,name,name_english,sdb_amne
R64,1808,R64,Utmärgling,Cachexia,Dödsorsaker
R68,1808,R68,Andra allmänna symtom eller sjukdomstecken,Other general symptoms and signs,Dödsorsaker
R69,1808,R69,Okända eller icke specificerade orsaker till sjuklighet,Unknown and unspecified causes of morbidity,Dödsorsaker
1809,18,R70-R79,Onormala fynd vid blodundersökning utan diagnos,"Abnormal findings on examination of blood, without diagnosis",Dödsorsaker
R70,1809,R70,Förhöjd sänkningsreaktion eller onormal plasmaviskositet,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,Dödsorsaker
R71,1809,R71,Onormala röda blodkroppar,Abnormality of red blood cells,Dödsorsaker
R72,1809,R72,Onormala vita blodkroppar som ej klassificeras annorstädes,"Abnormality of white blood cells, not elsewhere classified",Dödsorsaker
R73,1809,R73,Förhöjd glukoshalt i blodet,Elevated blood glucose level,Dödsorsaker
R74,1809,R74,Onormala nivåer av serumenzymer,Abnormal serum enzyme levels,Dödsorsaker
R75,1809,R75,Positiv HIV-serologi utan säker infektion med humant immunbristvirus [HIV],Laboratory evidence of human immunodeficiency virus [HIV],Dödsorsaker
R76,1809,R76,Andra onormala immunologiska fynd i serum,Other abnormal immunological findings in serum,Dödsorsaker
R77,1809,R77,Andra onormala plasmaproteinfynd,Other abnormalities of plasma proteins,Dödsorsaker
R78,1809,R78,Fynd av droger eller andra substanser som normalt ej finns i blodet,"Findings of drugs and other substances, not normally found in blood",Dödsorsaker
R79,1809,R79,Annan onormal blodkemi,Other abnormal findings of blood chemistry,Dödsorsaker
1810,18,R80-R82,Onormala fynd vid urinundersökning utan diagnos,"Abnormal findings on examination of urine, without diagnosis",Dödsorsaker
R80,1810,R80,Isolerad proteinuri (äggvita i urinen),Isolated proteinuria,Dödsorsaker
R81,1810,R81,Glukosuri (socker i urinen),Glycosuria,Dödsorsaker
R82,1810,R82,Andra onormala fynd vid urinundersökning,Other abnormal findings in urine,Dödsorsaker
1811,18,R83-R89,"Onormala fynd vid undersökning av andra kroppsvätskor, substanser och vävnader, utan diagnos","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",Dödsorsaker
R83,1811,R83,Onormala fynd i cerebrospinalvätskan,Abnormal findings in cerebrospinal fluid,Dödsorsaker
R84,1811,R84,Onormala fynd i prov från andningsorganen eller från bröstkorgen,Abnormal findings in specimens from respiratory organs and thorax,Dödsorsaker
R85,1811,R85,Onormala fynd i prov från matsmältningsorganen eller bukhålan,Abnormal findings in specimens from digestive organs and abdominal cavity,Dödsorsaker
R86,1811,R86,Onormala fynd i prov från de manliga könsorganen,Abnormal findings in specimens from male genital organs,Dödsorsaker
R87,1811,R87,Onormala fynd i prov från de kvinnliga könsorganen,Abnormal findings in specimens from female genital organs,Dödsorsaker
R89,1811,R89,"Onormala fynd i prov från andra organ, organsystem eller vävnader","Abnormal findings in specimens from other organs, systems and tissues",Dödsorsaker
1812,18,R90-R94,Onormala fynd vid radiologisk diagnostik och vid funktionsundersökning utan diagnos,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",Dödsorsaker
R90,1812,R90,Onormala fynd vid radiologisk diagnostik avseende centrala nervsystemet,Abnormal findings on diagnostic imaging of central nervous system,Dödsorsaker
R91,1812,R91,Onormala fynd vid radiologisk diagnostik avseende lunga,Abnormal findings on diagnostic imaging of lung,Dödsorsaker
R92,1812,R92,Onormala fynd vid radiologisk diagnostik avseende bröstkörtel,Abnormal findings on diagnostic imaging of breast,Dödsorsaker
R93,1812,R93,Onormala fynd vid radiologisk diagnostik avseende andra kroppsstrukturer,Abnormal findings on diagnostic imaging of other body structures,Dödsorsaker
R94,1812,R94,Onormala resultat av funktionsundersökningar,Abnormal results of function studies,Dödsorsaker
1813,18,R95-R99,Ofullständigt definierade och okända orsaker till död,Ill-defined and unknown causes of mortality,Dödsorsaker
R95,1813,R95,Plötslig spädbarnsdöd,Sudden infant death syndrome,Dödsorsaker
R96,1813,R96,Annan plötslig död av okänd orsak,"Other sudden death, cause unknown",Dödsorsaker
R98,1813,R98,Obevittnad död,Unattended death,Dödsorsaker
R99,1813,R99,Andra ofullständigt definierade eller icke specificerade orsaker till död,Other ill-defined and unspecified causes of mortality,Dödsorsaker
20,00,V01-Y98,Yttre orsaker till sjukdom och död (skador och förgiftningar),External causes of morbidity and mortality (injuries and poisonings),Dödsorsaker
2001,20,V01-V09,Fotgängare skadad i transportolycka,Pedestrian injured in transport accident,Dödsorsaker
V01,2001,V01,Fotgängare skadad i kollision med cykel,Pedestrian injured in collision with pedal cycle,Dödsorsaker
V02,2001,V02,Fotgängare i kollision med två-/trehjuligt motorfordon,Pedestrian injured in collision with two- or three-wheeled motor vehicle,Dödsorsaker
V03,2001,V03,Fotgängare i kollision med person-/lätt lastbil,"Pedestrian injured in collision with car, pickup truck, or van",Dödsorsaker
V04,2001,V04,Fotgängare  i kollision m tung lastbil/buss,Pedestrian injured in collision with heavy transport vehicle or bus,Dödsorsaker
V05,2001,V05,Fotgängare skadad i kollision med tåg,Pedestrian injured in collision with railway train or railway vehicle,Dödsorsaker
V06,2001,V06,Fotgängare i kollision m annat icke motordrivet fordon,Pedestrian injured in collision with other nonmotor vehicle,Dödsorsaker
V09,2001,V09,Fotgängare skadad i transportolycka,Pedestrian injured in other and unspecified transport accidents,Dödsorsaker
2002,20,V10-V19,Cyklist (förare eller passagerare) skadad i transportolycka,Pedal cyclist injured in transport accident,Dödsorsaker
V10,2002,V10,Cyklist skadad i kollision med fotgängare/djur,Pedal cyclist injured in collision with pedestrian or animal,Dödsorsaker
V11,2002,V11,Cyklist  i kollision med annan cykel,Pedal cyclist injured in collision with other pedal cycle,Dödsorsaker
V12,2002,V12,Cyklist skadad i kollision med 2-/3-hjuligt motorfordon,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,Dödsorsaker
V13,2002,V13,Cyklist skadad i kollision med personbil/lätt lastbil,"Pedal cyclist injured in collision with car, pickup truck, or van",Dödsorsaker
V14,2002,V14,Cyklist skadad i kollision med tung lastbil/buss,Pedal cyclist injured in collision with heavy transport vehicle or bus,Dödsorsaker
V15,2002,V15,Cyklist skadad i kollision med tåg,Pedal cyclist injured in collision with railway train or railway vehicle,Dödsorsaker
V16,2002,V16,Cyklist i kollision med annat icke motordrivet fordon,Pedal cyclist injured in collision with other nonmotor vehicle,Dödsorsaker
V17,2002,V17,Cyklist skadad i kollision med fast/stillastående föremål,Pedal cyclist injured in collision with fixed or stationary object,Dödsorsaker
V18,2002,V18,"Cyklist skadad i transportolycka, ej kollision",Pedal cyclist injured in noncollision transport accident,Dödsorsaker
V19,2002,V19,Cyklist skadad i transportolycka,Pedal cyclist injured in other and unspecified transport accidents,Dödsorsaker
2003,20,V20-V29,Motorcyklist (förare eller passagerare) skadad i transportolycka,Motorcycle rider injured in transport accident,Dödsorsaker
V20,2003,V20,Motorcyklist skadad i kollision med fotgängare/djur,Motorcycle rider injured in collision with pedestrian or animal,Dödsorsaker
V21,2003,V21,Motorcyklist skadad i kollision med cykel,Motorcycle rider injured in collision with pedal cycle,Dödsorsaker
V22,2003,V22,Motorcyklist i kollision m 2-/3-hjuligt motorfordon,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle,Dödsorsaker
V23,2003,V23,Motorcyklist i kollision med personbil/lätt lastbil,"Motorcycle rider injured in collision with car, pickup truck, or van",Dödsorsaker
V24,2003,V24,Motorcyklist i kollision med tung lastbil/buss,Motorcycle rider injured in collision with heavy transport vehicle or bus,Dödsorsaker
V25,2003,V25,Motorcyklist skadad i kollision med tåg,Motorcycle rider injured in collision with railway train or railway vehicle,Dödsorsaker
V26,2003,V26,Motorcyklist i kollision med annat ej motordrivet fordon,Motorcycle rider injured in collision with other nonmotor vehicle,Dödsorsaker
V27,2003,V27,Motorcyklist i kollision med fast/stillastående föremål,Motorcycle rider injured in collision with fixed or stationary object,Dödsorsaker
V28,2003,V28,"Motorcyklist i transportolycka, ej kollision",Motorcycle rider injured in noncollision transport accident,Dödsorsaker
V29,2003,V29,Motorcyklist i transportolycka,Motorcycle rider injured in other and unspecified transport accidents,Dödsorsaker
2004,20,V30-V39,Förare av eller passagerare i trehjuligt motorfordon skadad i transportolycka,Occupant of three-wheeled motor vehicle injured in transport accident,Dödsorsaker
V30,2004,V30,"Person i 3-hjuligt motorfordon, kollision m fotgängare/djur",Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal,Dödsorsaker
V31,2004,V31,Person i 3-hjuligt motorfordon i kollision med cykel,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,Dödsorsaker
V32,2004,V32,Person i 3-hjuligt motorf i kollision m 2-/3-hjuligt motorf.,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle,Dödsorsaker
V33,2004,V33,Person i 3-hjuligt motorf i kollision m personbil/lätt lastbil,"Occupant of three-wheeled motor vehicle injured in collision with car, pickup truck, or van",Dödsorsaker
V34,2004,V34,Person i 3-hjuligt motorf. i kollision med tung lastbil/buss,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus,Dödsorsaker
V35,2004,V35,Person i 3-hjuligt motorf. i kollision m tåg,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle,Dödsorsaker
V36,2004,V36,"Person i 3-hjuligt motorf, kollision m ej motordrivet fordon",Occupant of three-wheeled motor vehicle injured in collison with other nonmotor vehicle,Dödsorsaker
V37,2004,V37,Personi 3-hjuligt motorf. i kollision m fast/stillast. föremål,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object,Dödsorsaker
V38,2004,V38,"Person i 3-hjuligt motorfordon, transportolycka, ej kollision",Occupant of three-wheeled motor vehicle injured in noncollision transport accident,Dödsorsaker
V39,2004,V39,Person i 3-hjuligt motorfordon skadad i transportolycka,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents,Dödsorsaker
2005,20,V40-V49,Förare av eller passagerare i personbil skadad i transportolycka,Car occupant injured in transport accident,Dödsorsaker
V40,2005,V40,Person i personbil skadad i kollision med fotgängare/djur,Car occupant injured in collision with pedestrian or animal,Dödsorsaker
V41,2005,V41,Person i personbil skadad i kollision med cykel,Car occupant injured in collision with pedal cycle,Dödsorsaker
V42,2005,V42,Person i personbil i kollision med 2-/3-hjuligt motorfordon,Car occupant injured in collision with two- or three-wheeled motor vehicle,Dödsorsaker
V43,2005,V43,Person i personbil i kollision m personbil/lätt lastbil,"Car occupant injured in collision with car, pickup truck, or van",Dödsorsaker
V44,2005,V44,Person i personbil i kollision med tung lastbil/buss,Car occupant injured in collision with heavy transport vehicle or bus,Dödsorsaker
V45,2005,V45,Person i personbil i kollision med tåg,Car occupant injured in collision with railway train or railway vehicle,Dödsorsaker
V46,2005,V46,Person i personbil i kollision med ej motordrivet fordon,Car occupant injured in collision with other nonmotor vehicle,Dödsorsaker
V47,2005,V47,Person i personbil i kollision m fast/stillastående föremål,Car occupant injured in collision with fixed or stationary object,Dödsorsaker
V48,2005,V48,"Person i personbil i transportolycka, ej kollision",Car occupant injured in noncollision transport accident,Dödsorsaker
V49,2005,V49,Person i personbil i transportolycka,Car occupant injured in other and unspecified transport accidents,Dödsorsaker
2006,20,V50-V59,Förare av eller passagerare i lätt lastbil skadad i transportolycka,Occupant of pick-up truck or van injured in transport accident,Dödsorsaker
V50,2006,V50,Person i lätt lastbil i kollision med fotgängare/djur,Occupant of pickup truck or van injured in collision with pedestrian or animal,Dödsorsaker
V51,2006,V51,Person i lätt lastbil skadad i kollision m cykel,Occupant of pickup truck or van injured in collision with pedal cycle,Dödsorsaker
V52,2006,V52,Person i lätt lastbil i kollision med 2-/3-hjuligt motorfordon,Occupant of pickup truck or van injured in collision with two- or three-wheeled motor vehicle,Dödsorsaker
V53,2006,V53,Person i lätt lastbil i kollision med personbil/lätt lastbil,"Occupant of pickup truck or van injured in collision with car, pickup truck, or van",Dödsorsaker
V54,2006,V54,Person i lätt lastbil i kollision med tung lastbil/buss,Occupant of pickup truck or van injured in collision with heavy transport vehicle or bus,Dödsorsaker
V55,2006,V55,Person i lätt lastbil i kollision med tåg,Occupant of pickup truck or van injured in collision with railway train or railway vehicle,Dödsorsaker
V56,2006,V56,Person i lätt lastbil i kollision m ej motordrivet fordon,Occupant of pickup truck or van injured in collision with other nonmotor vehicle,Dödsorsaker
V57,2006,V57,Person i lätt lastbil i kollision m fast/stillastående föremål,Occupant of pickup truck or van injured in collision with fixed or stationary object,Dödsorsaker
V58,2006,V58,"Person i lätt lastbil i transportolycka, ej kollision",Occupant of pickup truck or van injured in noncollision transport accident,Dödsorsaker
V59,2006,V59,Person i lätt lastbil i transportolycka,Occupant of pickup truck or van injured in other and unspecified transport accidents,Dödsorsaker
2007,20,V60-V69,Förare av eller passagerare i tung lastbil skadad i transportolycka,Occupant of heavy transport vehicle injured in transport accident,Dödsorsaker
V60,2007,V60,Person i tung lastbil i kollision m. fotgängare/djur,Occupant of heavy transport vehicle injured in collision with pedestrian or animal,Dödsorsaker
V61,2007,V61,Person i tung lastbil i kollision med cykel,Occupant of heavy transport vehicle injured in collision with pedal cycle,Dödsorsaker
V62,2007,V62,"Person i tung lastbil, kollision m 2-/3-hjuligt motorfordon",Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle,Dödsorsaker
V63,2007,V63,Person i tung lastbil i kollision m. personbil/lätt lastbil,"Occupant of heavy transport vehicle injured in collision with car, pickup truck, or van",Dödsorsaker
V64,2007,V64,Person i tung lastbil i kollision m. tung lastbil/buss,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus,Dödsorsaker
V65,2007,V65,Person i tung lastbil i kollision med tåg,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle,Dödsorsaker
V66,2007,V66,Person i tung lastbil i kollision m ej motordrivet fordon,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle,Dödsorsaker
V67,2007,V67,"Person i tung lastbil, kollision m. fast/stillastående föremål",Occupant of heavy transport vehicle injured in collision with fixed or stationary object,Dödsorsaker
V68,2007,V68,"Person i tung lastbil i transportolycka, ej kollision",Occupant of heavy transport vehicle injured in noncollision transport accident,Dödsorsaker
V69,2007,V69,Person i tung lastbil i transportolycka,Occupant of heavy transport vehicle injured in other and unspecified transport accidents,Dödsorsaker
2008,20,V70-V79,Förare av eller passagerare i buss skadad i transportolycka,Bus occupant injured in transport accident,Dödsorsaker
V70,2008,V70,Person i buss i kollision med fotgängare/djur,Bus occupant injured in collision with pedestrian or animal,Dödsorsaker
V71,2008,V71,Person i buss i kollision med cykel,Bus occupant injured in collision with pedal cycle,Dödsorsaker
V72,2008,V72,Person i buss i kollision med 2-/3-hjuligt motorfordon,Bus occupant injured in collision with two- or three-wheeled motor vehicle,Dödsorsaker
V73,2008,V73,Person i buss i kollison med personbil/lätt lastbil,"Bus occupant injured in collision with car, pickup truck, or van",Dödsorsaker
V74,2008,V74,Person i buss i kollision med tung lastbil/buss,Bus occupant injured in collision with heavy transport vehicle or bus,Dödsorsaker
V75,2008,V75,Person i buss i kollision med tåg,Bus occupant injured in collision with railway train or railway vehicle,Dödsorsaker
V76,2008,V76,Person i buss i kollision med ej motordrivet fordon,Bus occupant injured in collision with other nonmotor vehicle,Dödsorsaker
V77,2008,V77,Person i buss i kollision m. fast/stillastående föremål,Bus occupant injured in collision with fixed or stationary object,Dödsorsaker
V78,2008,V78,"Person i buss i transportolycka, ej kollision",Bus occupant injured in noncollision transport accident,Dödsorsaker
V79,2008,V79,"Person i buss i transportolycka, ej kollision",Bus occupant injured in other and unspecified transport accidents,Dödsorsaker
2009,20,V80-V89,Andra transportolyckor på land,Other land transport accidents,Dödsorsaker
V80,2009,V80,Ryttare/person i åkdon draget av djur i transportolycka,Animal-rider or occupant of animal-drawn vehicle injured in transport accident,Dödsorsaker
V81,2009,V81,Tågförare/-passagerare i transportolycka,Occupant of railway train or railway vehicle injured in transport accident,Dödsorsaker
V82,2009,V82,Spårvagnsförare/-passagerare i transportolycka,Occupant of streetcar injured in transport accident,Dödsorsaker
V83,2009,V83,Person i eller på industrifordon i transportolycka,Occupant of special vehicle mainly used on industrial premises injured in transport accident,Dödsorsaker
V84,2009,V84,"Personagerare i/på jordbruksfordon, transportolycka",Occupant of special vehicle mainly used in agriculture injured in transport accident,Dödsorsaker
V85,2009,V85,Person i/på specialfordon i transportolycka,Occupant of special construction vehicle injured in transport accident,Dödsorsaker
V86,2009,V86,Personi terrängfordon i transportolycka,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident",Dödsorsaker
V87,2009,V87,Trafikolycka m specificerad olyckstyp men okänt transportsätt,Traffic accident of specified type but victim's mode of transport unknown,Dödsorsaker
V88,2009,V88,"Transportolycka, okänt färdsätt, ej trafik",Nontraffic accident of specified type but victim's mode of transport unknown,Dödsorsaker
V89,2009,V89,"Olycka m motorfordon/ej motordrivet fordon, ospec","Motor- or nonmotor-vehicle accident, type of vehicle unspecified",Dödsorsaker
2010,20,V90-V94,Transportolyckor på vatten,Water transport accidents,Dödsorsaker
V90,2010,V90,Olycka med vattenfarkost som orsak till drunkning och drunkningstillbud,Accident to watercraft causing drowning and submersion,Dödsorsaker
V91,2010,V91,Olycka med vattenfarkost som leder till annan skada,Accident to watercraft causing other injury,Dödsorsaker
V92,2010,V92,Drunkning och drunkningstillbud i samband med transport på vatten utan att vattenfarkost är direkt engagerad i olyckan,Water-transport-related drowning and submersion without accident to watercraft,Dödsorsaker
V93,2010,V93,Olycka ombord som lett till annan skada än drunkning och drunkningstillbud utan att olyckan kan karakteriseras som olycka med vattenfarkost,"Accident onboard watercraft without accident to watercraft, not causing drowning and submersion",Dödsorsaker
V94,2010,V94,Andra och icke specificerade transportolyckor på vatten,Other and unspecified water transport accidents,Dödsorsaker
2011,20,V95-V97,Transportolyckor i luften och rymden,Air and space transport accidents,Dödsorsaker
V95,2011,V95,"Olycka med motordriven luftfarkost, ombordvarande skadad",Accident to powered aircraft causing injury to occupant,Dödsorsaker
V96,2011,V96,"Olycka med ej motordriven luftfarkost, ombordvarande skadad",Accident to nonpowered aircraft causing injury to occupant,Dödsorsaker
V97,2011,V97,Andra specificerade olyckor vid lufttransport,Other specified air transport accidents,Dödsorsaker
2012,20,V98-V99,Andra och icke specificerade transportolyckor,Other and unspecified transport accidents,Dödsorsaker
2013,20,W00-W19,Fallolyckor,Falls,Dödsorsaker
W00,2013,W00,Fall i samma plan i samband med is/snö,Fall on same level involving ice and snow,Dödsorsaker
W01,2013,W01,Fall samma plan genom halknig/snavning/snubbling,"Fall on same level from slipping, tripping, and stumbling",Dödsorsaker
W02,2013,W02,"Fall, med skridskor/skidor/rullskridskor/skateboard/snowboard","Fall involving ice skates, skis, roller skates, or skateboards",Dödsorsaker
W03,2013,W03,Fall i samma plan genom kollision med/knuff av annan person,"Other fall on same level due to collision with, or pushing by, another person",Dödsorsaker
W04,2013,W04,Fall när man blir buren/får stöd av andra personer,Fall while being carried or supported by other persons,Dödsorsaker
W05,2013,W05,Fall från rullstol,Fall involving wheelchair,Dödsorsaker
W06,2013,W06,Fall från säng,Fall involving bed,Dödsorsaker
W07,2013,W07,Fall från stol,Fall involving chair,Dödsorsaker
W08,2013,W08,Fall från andra möbler,Fall involving other furniture,Dödsorsaker
W09,2013,W09,Fall från lekredskap på lekplats,Fall involving playground equipment,Dödsorsaker
W10,2013,W10,Fall i och från trappa/trappsteg,Fall on and from stairs and steps,Dödsorsaker
W11,2013,W11,Fall på/från stege,Fall on and from ladder,Dödsorsaker
W12,2013,W12,Fall på/från byggnadsställning,Fall on and from scaffolding,Dödsorsaker
W13,2013,W13,Fall ut ur/från/genom byggnad/byggnadskonstruktion,"Fall from, out of, or through building or structure",Dödsorsaker
W14,2013,W14,Fall från träd,Fall from tree,Dödsorsaker
W15,2013,W15,Fall från stup,Fall from cliff,Dödsorsaker
W16,2013,W16,"Dykning/hopp i vatten, ej drunkning/drunkningstillbud",Diving or jumping into water causing injury other than drowning or submersion,Dödsorsaker
W17,2013,W17,Annat fall från ett plan till ett annat,Other fall from one level to another,Dödsorsaker
W18,2013,W18,Annat fall i samma plan,Other fall on same level,Dödsorsaker
W19,2013,W19,"Fall, ospecificerat",Unspecified fall,Dödsorsaker
2014,20,W20-W49,Exponering för icke levande mekaniska krafter,Exposure to inanimate mechanical forces,Dödsorsaker
W20,2014,W20,Träffad av kastat/fallande föremål,"Struck by thrown, projected, or falling object",Dödsorsaker
W21,2014,W21,Slagit sig mot/träffad av sportredskap,Striking against or struck by sports equipment,Dödsorsaker
W22,2014,W22,Slagit sig mot/träffad av andra föremål,Striking against or struck by other objects,Dödsorsaker
W23,2014,W23,"Fångad av/klämd,pressad i/mellan föremål","Caught, crushed, jammed, or pinched in or between objects",Dödsorsaker
W24,2014,W24,Kontakt med utrustning för kraftöverföring o lyft,"Contact with lifting and transmission devices, not elsewhere classified",Dödsorsaker
W25,2014,W25,Kontakt med vasst glasföremål,Contact with sharp glass,Dödsorsaker
W26,2014,W26,"Kontakt med dolk, kniv eller svärd","Contact with knife, sword, or dagger",Dödsorsaker
W27,2014,W27,Kontakt med ej motordrivet handverktyg,Contact with nonpowered hand tool,Dödsorsaker
W28,2014,W28,Kontakt med motordriven gräsklippare,Contact with powered lawn mower,Dödsorsaker
W29,2014,W29,Kontakt med annat motordrivet handverktyg/hushållsmaskin,Contact with other powered hand tools and household machinery,Dödsorsaker
W30,2014,W30,Kontakt med jordbruksmaskin,Contact with agricultural machinery,Dödsorsaker
W31,2014,W31,Kontakt med annan och icke spec maskin,Contact with other and unspecified machinery,Dödsorsaker
W32,2014,W32,Skott från pistol och revolver,Handgun discharge,Dödsorsaker
W33,2014,W33,Skott från gevär/hagelbössa/tyngre skjutvapen,"Rifle, shotgun, and larger firearm discharge",Dödsorsaker
W34,2014,W34,Skott från andra/ospecificerade skjutvapen,Discharge from other and unspecified firearms,Dödsorsaker
W35,2014,W35,Explosion i ångpanna,Explosion and rupture of boiler,Dödsorsaker
W36,2014,W36,Explosion av gascylinder,Explosion and rupture of gas cylinder,Dödsorsaker
W37,2014,W37,Explosion av däck/rör/slang ,"Explosion and rupture of pressurized tire, pipe, or hose",Dödsorsaker
W38,2014,W38,Explosion av andra specificerade föremål under övertryck,Explosion and rupture of other specified pressurized devices,Dödsorsaker
W39,2014,W39,Explosion av fyrverkeripjäs,Discharge of firework,Dödsorsaker
W40,2014,W40,Explosion av andra sprängämnen,Explosion of other materials,Dödsorsaker
W41,2014,W41,Exponering för högtrycksstråle,Exposure to high pressure jet,Dödsorsaker
W42,2014,W42,Exponering för buller,Exposure to noise,Dödsorsaker
W43,2014,W43,Exponering för vibrationer,Exposure to vibration,Dödsorsaker
W44,2014,W44,Främmande kropp i/genom öga/naturlig kroppsöppning,Foreign body entering into or through eye or natural orifice,Dödsorsaker
W45,2014,W45,Främmande kropp som trängt in genom huden,Foreign body or object entering through skin,Dödsorsaker
W49,2014,W49,"Exponerad för andra ospec, ej levande mekaniska krafter",Exposure to other and unspecified inanimate mechanical forces,Dödsorsaker
2015,20,W50-W64,Exponering för levande mekaniska krafter,Exposure to animate mechanical forces,Dödsorsaker
W50,2015,W50,Slagen/sparkad/biten/riven av annan person,"Hit, struck, kicked, twisted, bitten, or scratched by another person",Dödsorsaker
W51,2015,W51,Slagit sig mot/törnat emot annan person,Striking against or bumped into by another person,Dödsorsaker
W52,2015,W52,"Klämd, knuffad/nedtrampad av folkmassa","Crushed, pushed, or stepped on by crowd or human stampede",Dödsorsaker
W53,2015,W53,Biten av råtta,Bitten by rat,Dödsorsaker
W54,2015,W54,Biten eller angripen av hund,Bitten or struck by dog,Dödsorsaker
W55,2015,W55,Biten/angripen av annat däggdjur,Bitten or struck by other mammals,Dödsorsaker
W56,2015,W56,Biten/angripen av marina däggdjur,Contact with marine animal,Dödsorsaker
W57,2015,W57,Bett/stick av icke giftig insekt/andra icke giftiga leddjur,Bitten or stung by nonvenomous insect and other nonvenomous arthropods,Dödsorsaker
W58,2015,W58,Biten/angripen av krokodil/alligator,Bitten or struck by crocodile or alligator,Dödsorsaker
W59,2015,W59,Biten/angripen av andra kräldjur,Bitten or crushed by other reptiles,Dödsorsaker
W60,2015,W60,Kontakt med törnen och taggar på växter samt vassa blad,"Contact with plant thorns, spines, and sharp leaves",Dödsorsaker
W64,2015,W64,Exponering för andra/ospec levande mekaniska krafter,Exposure to other and unspecified animate mechanical forces,Dödsorsaker
2016,20,W65-W74,Drunkning och drunkningstillbud genom olyckshändelse,Accidental drowning and submersion,Dödsorsaker
W65,2016,W65,Drunkning/drunkningtillbud i badkar,Drowning and submersion while in bathtub,Dödsorsaker
W66,2016,W66,Drunkning/drunkningstillbud efter fall ned i badkar,Drowning and submersion following fall into bathtub,Dödsorsaker
W67,2016,W67,Drunkning/drunkningstillbud i simbassäng,Drowning and submersion while in swimming pool,Dödsorsaker
W68,2016,W68,Drunkning/drunkningstillbud efter fall ned i simbassäng,Drowning and submersion following fall into swimming pool,Dödsorsaker
W69,2016,W69,"Drunkning/drunkningstillbud i hav, sjö och vattendrag",Drowning and submersion while in natural water,Dödsorsaker
W70,2016,W70,"Drunkning/drunkningstillbud efter fall i hav, sjö och vattendrag",Drowning and submersion following fall into natural water,Dödsorsaker
W73,2016,W73,Annan specificerad drunkning/drunkningstillbud,Other specified drowning and submersion,Dödsorsaker
W74,2016,W74,"Drunkning/drunkningstillbud, ospecificerat",Unspecified drowning and submersion,Dödsorsaker
2017,20,W75-W84,Annan kvävning och annat kvävningstillbud genom olyckshändelse,Other accidental threats to breathing,Dödsorsaker
W75,2017,W75,Kvävning/kvävningstillbud och strypning i sängen,Accidental suffocation and strangulation in bed,Dödsorsaker
W76,2017,W76,Annan strypning och hängning genom olyckshändelse,Other accidental hanging and strangulation,Dödsorsaker
W77,2017,W77,Kvävning/kvävingstillbud av jord- eller sandmassor,"Threat to breathing due to cave-in, falling earth, and other substances",Dödsorsaker
W78,2017,W78,Inhalation av maginnehåll,Inhalation of gastric contents,Dödsorsaker
W79,2017,W79,Inhalation/nedsväljning av föda som orsakat andningshinder,Inhalation and ingestion of food causing obstruction of respiratory tract,Dödsorsaker
W80,2017,W80,Inhalation/nedsväljning av annat som orsakat andningshinder,Inhalation and ingestion of other objects causing obstruction of respiratory tract,Dödsorsaker
W81,2017,W81,Instängd/fångad i utrymme med låg syrgashalt,Confined to or trapped in a low-oxygen environment,Dödsorsaker
W83,2017,W83,Annan specificerad kvävning/kvävningstillbud,Other specified threats to breathing,Dödsorsaker
W84,2017,W84,"Kvävning/kvävningstillbud, ospecificerat",Unspecified threat to breathing,Dödsorsaker
2018,20,W85-W99,"Exponering för elektrisk ström, strålning, extrem lufttemperatur och extremt lufttryck i omgivningen","Exposure to electric current, radiation and extreme ambient air temperature and pressure",Dödsorsaker
W85,2018,W85,Exponering för kraftledningar,Exposure to electric transmission lines,Dödsorsaker
W86,2018,W86,Exponering för annan specificerad elektrisk ström,Exposure to other specified electric current,Dödsorsaker
W87,2018,W87,Exponering för icke specificerad elektrisk ström,Exposure to unspecified electric current,Dödsorsaker
W88,2018,W88,Exponering för joniserande strålning,Exposure to ionizing radiation,Dödsorsaker
W89,2018,W89,Exponering för av människa framställt synligt/ultraviolett ljus,Exposure to man-made visible and ultraviolet light,Dödsorsaker
W90,2018,W90,Exponering för annan icke joniserande strålning,Exposure to other nonionizing radiation,Dödsorsaker
W91,2018,W91,Exponering för icke specificerad strålning,Exposure to unspecified type of radiation,Dödsorsaker
W92,2018,W92,Exponering för av människa framställd extrem hetta,Exposure to excessive heat of man-made origin,Dödsorsaker
W93,2018,W93,Exponering för av människa framställd extrem kyla,Exposure to excessive cold of man-made origin,Dödsorsaker
