drg,name,sdb_amne,sdb_titel
O39C,"Andra gynekologiska operationer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
O39E,"Andra gynekologiska operationer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
O39O,"Andra gynekologiska operationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
O40A,"Maligna tumörer i kvinnliga genitalia, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
O40C,"Maligna tumörer i kvinnliga genitalia, komplicerat",DRG i sluten vård,DRG_2012_och_senare
O40E,"Maligna tumörer i kvinnliga genitalia, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
O45C,"Infektioner i kvinnliga genitalia, komplicerat",DRG i sluten vård,DRG_2012_och_senare
O45E,"Infektioner i kvinnliga genitalia, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
O50C,"Menstruella störningar & andra problem i kvinnliga genitalia, komplicerat",DRG i sluten vård,DRG_2012_och_senare
O50E,"Menstruella störningar & andra problem i kvinnliga genitalia, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
O70O,"Endoskopi av kvinnliga genitalia, öppenvård",DRG i sluten vård,DRG_2012_och_senare
O75O,"Reproduktionsmedicinska åtgärder, resurskrävande, besök",DRG i sluten vård,DRG_2012_och_senare
O76O,"Reproduktionsmedicinska åtgärder, övriga, besök",DRG i sluten vård,DRG_2012_och_senare
O77O,"Gynekologiska biopsier, besök",DRG i sluten vård,DRG_2012_och_senare
O78O,"Gynekologiska övriga åtgärder, besök",DRG i sluten vård,DRG_2012_och_senare
O99O,Övriga läkarbesök vid sjukdomar i kvinnliga könsorgan,DRG i sluten vård,DRG_2012_och_senare
O99X,Läkarbesök i team vid sjukdomar i kvinnliga könsorgan,DRG i sluten vård,DRG_2012_och_senare
O99Z,Läkarvård per tel vid sjukdomar i kvinnliga könsorgan,DRG i sluten vård,DRG_2012_och_senare
P01A,"Kejsarsnitt, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
P01C,"Kejsarsnitt, komplicerat",DRG i sluten vård,DRG_2012_och_senare
P01E,"Kejsarsnitt, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
P01O,"Kejsarsnitt, öppenvård",DRG i sluten vård,DRG_2012_och_senare
P05A,"Vaginal förlossning, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
P05C,"Vaginal förlossning, komplicerat",DRG i sluten vård,DRG_2012_och_senare
P05E,"Vaginal förlossning, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
P05O,"Vaginal förlossning, öppenvård",DRG i sluten vård,DRG_2012_och_senare
P06N,"Vaginal förlossning, med sterilisering och/eller skrapning",DRG i sluten vård,DRG_2012_och_senare
P06O,"Vaginal förlossning med relaterad operation, öppenvård",DRG i sluten vård,DRG_2012_och_senare
P10N,Operation av extrauterin graviditet,DRG i sluten vård,DRG_2012_och_senare
P10O,"Operation av extrauterin graviditet, öppenvård",DRG i sluten vård,DRG_2012_och_senare
P11N,Sjukdomar i puerperiet med operationer,DRG i sluten vård,DRG_2012_och_senare
P11O,Obstetriska problem med andra operationer i öppenvård,DRG i sluten vård,DRG_2012_och_senare
P15C,"Sjukdomar i puerperiet utan operationer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
P15E,"Sjukdomar i puerperiet utan operationer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
P19C,"Hotande abort eller prematur födsel, komplicerat",DRG i sluten vård,DRG_2012_och_senare
P19E,"Hotande abort eller prematur födsel, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
P20C,"Abort utan evakuering, komplicerat",DRG i sluten vård,DRG_2012_och_senare
P20E,"Abort utan evakuering, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
P21C,"Abort med evakuering eller hysterotomi, komplicerat",DRG i sluten vård,DRG_2012_och_senare
P21E,"Abort med evakuering eller hysterotomi, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
P22O,"Kirurgisk abort, öppenvård",DRG i sluten vård,DRG_2012_och_senare
P23O,"Farmakologisk eller spontan abort, öppenvård",DRG i sluten vård,DRG_2012_och_senare
P30N,Avstannat värkarbete,DRG i sluten vård,DRG_2012_och_senare
P40N,Komplicerade antepartumdiagnoser,DRG i sluten vård,DRG_2012_och_senare
P49C,"Andra antepartumdiagnoser, komplicerat",DRG i sluten vård,DRG_2012_och_senare
P49E,"Andra antepartumdiagnoser, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
P75O,"Punktion foster/placenta, öppenvård",DRG i sluten vård,DRG_2012_och_senare
P76O,"Obstetriskt ultraljud, besök",DRG i sluten vård,DRG_2012_och_senare
P99O,"Övriga läkarbesök vid graviditet, förlossning och barnsängstid",DRG i sluten vård,DRG_2012_och_senare
P99X,"Läkarbesök i team vid graviditet, förlossning och barnsängstid",DRG i sluten vård,DRG_2012_och_senare
P99Z,"Läkarvård per tel vid graviditet, förlossning och barnsängstid",DRG i sluten vård,DRG_2012_och_senare
Q05N,"Nyfödd, död inom 2 dygn eller överförd till annan enhet inom 5 dygn",DRG i sluten vård,DRG_2012_och_senare
Q10N,"Eftervård för neonatala problem, sent inträffande neonatala problem",DRG i sluten vård,DRG_2012_och_senare
Q12N,Eftervård vid födselvikt < 1000g,DRG i sluten vård,DRG_2012_och_senare
Q15N,"Nyfödd, födelsevikt under 1000 g",DRG i sluten vård,DRG_2012_och_senare
Q20N,"Nyfödd, födelsevikt 1000-1499 g",DRG i sluten vård,DRG_2012_och_senare
Q25N,"Nyfödd, födelsevikt 1500-2499 g, med multipla problem",DRG i sluten vård,DRG_2012_och_senare
Q30N,"Nyfödd, födelsevikt 1500-2499 g, utan multipla problem",DRG i sluten vård,DRG_2012_och_senare
Q35N,Respiratory distress syndrome hos prematur nyfödd,DRG i sluten vård,DRG_2012_och_senare
Q40N,"Nyfödd, födelsevikt 1500 g eller mer, med större operation",DRG i sluten vård,DRG_2012_och_senare
Q45N,"Nyfödd, födelsevikt 2500 g eller mer, med multipla problem",DRG i sluten vård,DRG_2012_och_senare
Q50N,Respiratory distress syndrome hos annan nyfödd,DRG i sluten vård,DRG_2012_och_senare
Q55N,"Nyfödd, födelsevikt 2500 g eller mer, med annat signifikant problem",DRG i sluten vård,DRG_2012_och_senare
Q60N,Normal nyfödd,DRG i sluten vård,DRG_2012_och_senare
Q99O,Övriga läkarbesök vid sjukdomar hos nyfödda,DRG i sluten vård,DRG_2012_och_senare
Q99X,Läkarbesök i team vid sjukdomar hos nyfödda,DRG i sluten vård,DRG_2012_och_senare
Q99Z,Läkarvård per tel vid sjukdomar hos nyfödda,DRG i sluten vård,DRG_2012_och_senare
R01N,Mjältextirpation,DRG i sluten vård,DRG_2012_och_senare
R01O,"Mjältextirpation, öppenvård",DRG i sluten vård,DRG_2012_och_senare
R05N,Annan åtgärd för sjukdom i blod eller blodbildande organ,DRG i sluten vård,DRG_2012_och_senare
R05O,"Annan åtgärd för sjukdom i blod eller blodbildande organ, öppenvård",DRG i sluten vård,DRG_2012_och_senare
R06A,"Anemi och andra sjukdomar i röda blodkroppar, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
R06C,"Anemi och andra sjukdomar i röda blodkroppar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
R06E,"Anemi och andra sjukdomar i röda blodkroppar, >17 år, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
R07N,"Anemi och andra sjukdomar i röda blodkroppar, 0-17 år",DRG i sluten vård,DRG_2012_och_senare
R08C,"Koagulationsstörningar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
R08E,"Koagulationsstörningar, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
R09A,"Retikuloendoteliala- & immunologiska sjukdomar, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
R09C,"Retikuloendoteliala- & immunologiska sjukdomar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
R09E,"Retikuloendoteliala- & immunologiska sjukdomar, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
R20N,"Allogen stamcellstransplantation, >17 år",DRG i sluten vård,DRG_2012_och_senare
R21N,"Allogen stamcellstransplantation, 0-17 år",DRG i sluten vård,DRG_2012_och_senare
R22O,"Allogen stamcellstransplantation, öppenvård",DRG i sluten vård,DRG_2012_och_senare
R23C,"Annan stamcellstransplantation, komplicerat",DRG i sluten vård,DRG_2012_och_senare
R23E,"Annan stamcellstransplantation, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
R23O,"Annan stamcellstransplantation, öppenvård",DRG i sluten vård,DRG_2012_och_senare
R26C,"Lymfom och leukemi med större operation, komplicerat",DRG i sluten vård,DRG_2012_och_senare
R26E,"Lymfom och leukemi med större operation, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
R27C,"Lymfom och icke-akut leukemi med andra operationer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
R27E,"Lymfom och icke-akut leukemi med andra operationer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
R28O,"Lymfom och leukemi med operation, öppenvård",DRG i sluten vård,DRG_2012_och_senare
R29A,"Lymfom och icke-akut leukemi, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
R29C,"Lymfom och icke-akut leukemi, komplicerat",DRG i sluten vård,DRG_2012_och_senare
R29E,"Lymfom och icke-akut leukemi, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
R30A,"Akut leukemi utan större operation, >17 år, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
R30C,"Akut leukemi utan större operation, >17 år, komplicerat",DRG i sluten vård,DRG_2012_och_senare
R30E,"Akut leukemi utan större operation, >17 år, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
R31C,"Akut leukemi utan större operation, 0-17 år, komplicerat",DRG i sluten vård,DRG_2012_och_senare
R31E,"Akut leukemi utan större operation, 0-17 år, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
R35N,"Myeloproliferativa sjukdomar, ospecificerade tumörer, med stor operation",DRG i sluten vård,DRG_2012_och_senare
R35O,"Myeloproliferativa sjukdomar, ospecificerade tumörer, med stor operation, öppenvård",DRG i sluten vård,DRG_2012_och_senare
R36C,"Myeloproliferativa sjukdomar, ospecificerade tumörer, med annan operation, komplicerat",DRG i sluten vård,DRG_2012_och_senare
R36E,"Myeloproliferativa sjukdomar, ospecificerade tumörer, med annan operation, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
R36O,"Myeloproliferativa sjukdomar, ospecificerade tumörer, med annan operation, öppenvård",DRG i sluten vård,DRG_2012_och_senare
R40C,"Strålbehandling, komplicerat",DRG i sluten vård,DRG_2012_och_senare
R40E,"Strålbehandling, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
R50N,Kemoterapi vid akut leukemi som bidiagnos,DRG i sluten vård,DRG_2012_och_senare
R50O,"Kemoterapi vid akut leukemi som bidiagnos, öppenvård",DRG i sluten vård,DRG_2012_och_senare
R51N,Kemoterapi utan akut leukemi som bidiagnos,DRG i sluten vård,DRG_2012_och_senare
R51O,"Kemoterapi utan akut leukemi som bidiagnos, öppenvård",DRG i sluten vård,DRG_2012_och_senare
R60N,Malignitetsutredning,DRG i sluten vård,DRG_2012_och_senare
R65A,"Myeloproliferativa sjukdomar och ospecificerade tumörer, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
R65C,"Myeloproliferativa sjukdomar och ospecificerade tumörer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
R65E,"Myeloproliferativa sjukdomar och ospecificerade tumörer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
R75O,"Transfusion med annan behandling, öppenvård",DRG i sluten vård,DRG_2012_och_senare
R77O,"Koagulationstester, besök",DRG i sluten vård,DRG_2012_och_senare
R78O,"Transfusion av erytrocyter eller helblod, öppenvård",DRG i sluten vård,DRG_2012_och_senare
R79O,"Transfusion av andra blodkroppar, öppenvård",DRG i sluten vård,DRG_2012_och_senare
R85O,"Afereser och blodcellseparationer, större, besök",DRG i sluten vård,DRG_2012_och_senare
R86O,"Afereser och blodcellseparationer, övriga, besök",DRG i sluten vård,DRG_2012_och_senare
R87O,"Punktionsbiopsi ben och benmärg, besök",DRG i sluten vård,DRG_2012_och_senare
R98O,Övriga läkarbesök vid blodsjukdomar,DRG i sluten vård,DRG_2012_och_senare
R98X,Läkarbesök i team vid blodsjukdomar,DRG i sluten vård,DRG_2012_och_senare
R98Z,Läkarvård per tel vid blodsjukdomar,DRG i sluten vård,DRG_2012_och_senare
R99O,Övriga läkarbesök vid myeloproliferativa sjukdomar,DRG i sluten vård,DRG_2012_och_senare
R99X,Läkarbesök i team vid myeloproliferativa sjukdomar,DRG i sluten vård,DRG_2012_och_senare
R99Z,Läkarvård per tel vid myeloproliferativa sjukdomar,DRG i sluten vård,DRG_2012_och_senare
S01A,"Operationer vid infektionssjukdomar, inklusive HIV, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
S01C,"Operationer vid infektionssjukdomar, inklusive HIV, komplicerat",DRG i sluten vård,DRG_2012_och_senare
S01E,"Operationer vid infektionssjukdomar, inklusive HIV, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
S01O,"Operationer vid infektionssjukdomar, inklusive HIV, öppenvård",DRG i sluten vård,DRG_2012_och_senare
S05N,HIV med allvarlig HIV-relaterad sjukdom,DRG i sluten vård,DRG_2012_och_senare
S06N,HIV utan allvarlig HIV-relaterad sjukdom,DRG i sluten vård,DRG_2012_och_senare
S10A,"Sepsis, >17 år, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
S10C,"Sepsis, >17 år, komplicerat",DRG i sluten vård,DRG_2012_och_senare
S10E,"Sepsis, >17 år, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
S11N,"Sepsis, 0-17 år",DRG i sluten vård,DRG_2012_och_senare
S20A,"Postoperativa & posttraumatiska infektioner, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
S20C,"Postoperativa & posttraumatiska infektioner, komplicerat",DRG i sluten vård,DRG_2012_och_senare
S20E,"Postoperativa & posttraumatiska infektioner, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
S30A,"Feber av okänd orsak, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
S30C,"Feber av okänd orsak, komplicerat",DRG i sluten vård,DRG_2012_och_senare
S30E,"Feber av okänd orsak, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
S40A,"Virusinfektioner, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
S40C,"Virusinfektioner, komplicerat",DRG i sluten vård,DRG_2012_och_senare
S40E,"Virusinfektioner, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
S59A,"Andra infektioner och parasitära sjukdomar, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
S59C,"Andra infektioner och parasitära sjukdomar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
S59E,"Andra infektioner och parasitära sjukdomar, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
S99O,Övriga läkarbesök vid infektionssjukdomar och HIV,DRG i sluten vård,DRG_2012_och_senare
S99X,Läkarbesök i team vid infektionssjukdomar och HIV,DRG i sluten vård,DRG_2012_och_senare
S99Z,Läkarvård per tel vid infektionssjukdomar och HIV,DRG i sluten vård,DRG_2012_och_senare
T01N,"Operationer vid psykiska sjukdomar, beteendestörningar och alkohol- eller drogberoende",DRG i sluten vård,DRG_2012_och_senare
T01O,"Operationer vid psykiska sjukdomar, beteendestörningar och alkohol- eller drogberoende, öppenvård",DRG i sluten vård,DRG_2012_och_senare
T10N,"Bipolära syndrom, < 60 år",DRG i sluten vård,DRG_2012_och_senare
T11N,"Bipolära syndrom, > 59 år",DRG i sluten vård,DRG_2012_och_senare
T12N,"Övriga förstämningssyndrom,  < 60 år",DRG i sluten vård,DRG_2012_och_senare
T13N,"Övriga förstämningssyndrom, > 59 år",DRG i sluten vård,DRG_2012_och_senare
T15N,Ångestsyndrom,DRG i sluten vård,DRG_2012_och_senare
T16N,"Maladaptiva stressreaktioner, icke akuta tillstånd",DRG i sluten vård,DRG_2012_och_senare
T17N,"Maladaptiva stressreaktioner, akuta tillstånd",DRG i sluten vård,DRG_2012_och_senare
T18N,Somatoforma och dissociativa syndrom,DRG i sluten vård,DRG_2012_och_senare
T20N,Personlighetsstörningar,DRG i sluten vård,DRG_2012_och_senare
T25C,"Organiska psykosyndrom, komplicerat",DRG i sluten vård,DRG_2012_och_senare
T25E,"Organiska psykosyndrom, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
T30N,"Schizofreni, < 30 år",DRG i sluten vård,DRG_2012_och_senare
T31N,"Schizofreni, 30-59 år",DRG i sluten vård,DRG_2012_och_senare
T32N,"Schizofreni, >59 år",DRG i sluten vård,DRG_2012_och_senare
T35N,"Långvariga psykoser, ej schizofreni",DRG i sluten vård,DRG_2012_och_senare
T36N,"Kortvariga psykoser, ej schizofreni",DRG i sluten vård,DRG_2012_och_senare
T39N,Övriga psykotiska syndrom,DRG i sluten vård,DRG_2012_och_senare
T40N,Mental retardation,DRG i sluten vård,DRG_2012_och_senare
T41N,Neuropsykiatriska tillstånd,DRG i sluten vård,DRG_2012_och_senare
T42N,Övriga psykiatriska tillstånd som debuterar hos barn och ungdom,DRG i sluten vård,DRG_2012_och_senare
T47N,Ätstörningar,DRG i sluten vård,DRG_2012_och_senare
T48N,Övriga specificerade psykiska störningar,DRG i sluten vård,DRG_2012_och_senare
T49N,Ospecificerade psykiska störningar,DRG i sluten vård,DRG_2012_och_senare
T58N,Psykiatrisk vård 29-90 dagar,DRG i sluten vård,DRG_2012_och_senare
T59N,Psykiatrisk vård mer än 90 dagar,DRG i sluten vård,DRG_2012_och_senare
T60N,Missbruk eller beroende av alkohol/droger med psykos eller personlighetsstörning,DRG i sluten vård,DRG_2012_och_senare
T61A,"Missbruk eller beroende av alkohol/droger utan psykos, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
T61E,"Missbruk eller beroende av alkohol/droger utan psykos, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
T76O,"Elektrokonvulsiv terapi, öppenvård",DRG i sluten vård,DRG_2012_och_senare
T77O,"Psykosocial funktionsträning, besök",DRG i sluten vård,DRG_2012_och_senare
T78O,"Systematisk psykologisk behandling, besök",DRG i sluten vård,DRG_2012_och_senare
T79O,"Psykiatrisk ljusterapi, besök",DRG i sluten vård,DRG_2012_och_senare
T99O,Övriga läkarbesök vid psykiska sjukdomar och drogberoende,DRG i sluten vård,DRG_2012_och_senare
T99X,Läkarbesök i team vid psykiska sjukdomar och drogberoende,DRG i sluten vård,DRG_2012_och_senare
T99Z,Läkarvård per tel vid psykiska sjukdomar och drogberoende,DRG i sluten vård,DRG_2012_och_senare
U01N,Hudtransplantation efter skada,DRG i sluten vård,DRG_2012_och_senare
U01O,"Hudtransplantation efter skada, öppenvård",DRG i sluten vård,DRG_2012_och_senare
U05N,Handkirurgiska ingrepp efter skada,DRG i sluten vård,DRG_2012_och_senare
U05O,"Handkirurgiska ingrepp efter skada, öppenvård",DRG i sluten vård,DRG_2012_och_senare
U09O,"Andra större operationer efter skada, öppenvård",DRG i sluten vård,DRG_2012_och_senare
U19A,"Andra operationer efter skada, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
U19C,"Andra operationer efter skada, komplicerat",DRG i sluten vård,DRG_2012_och_senare
U19E,"Andra operationer efter skada, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
U19O,"Andra operationer efter skada, öppenvård",DRG i sluten vård,DRG_2012_och_senare
U29A,"Skador, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
U29C,"Skador, komplicerat",DRG i sluten vård,DRG_2012_och_senare
U29E,"Skador, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
U30C,"Allergiska reaktioner, komplicerat",DRG i sluten vård,DRG_2012_och_senare
U30E,"Allergiska reaktioner, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
U35A,"Förgiftningar, toxiska effekter av mediciner, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
U35C,"Förgiftningar, toxiska effekter av mediciner, komplicerat",DRG i sluten vård,DRG_2012_och_senare
U35E,"Förgiftningar, toxiska effekter av mediciner, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
U41A,"Behandlingskomplikationer med kirurgisk åtgärd, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
U41C,"Behandlingskomplikationer med kirurgisk åtgärd, komplicerat",DRG i sluten vård,DRG_2012_och_senare
U41E,"Behandlingskomplikationer med kirurgisk åtgärd, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
U42A,"Behandlingskomplikationer utan kirurgisk åtgärd, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
U42C,"Behandlingskomplikationer utan kirurgisk åtgärd, komplicerat",DRG i sluten vård,DRG_2012_och_senare
U42E,"Behandlingskomplikationer utan kirurgisk åtgärd, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
U49A,"Andra sjukdomar efter skador, förgiftningar & toxiska effekter, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
U49C,"Andra sjukdomar efter skador, förgiftningar & toxiska effekter, komplicerat",DRG i sluten vård,DRG_2012_och_senare
U49E,"Andra sjukdomar efter skador, förgiftningar & toxiska effekter, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
U50N,Kraniotomi vid multipelt trauma,DRG i sluten vård,DRG_2012_och_senare
U51N,"Reimplantation av extremitet, höft- och femurop, vid multipelt trauma",DRG i sluten vård,DRG_2012_och_senare
U51O,"Reimplantation och andra op vid multipelt trauma, öppenvård",DRG i sluten vård,DRG_2012_och_senare
U59N,Övriga operationer vid multipelt trauma,DRG i sluten vård,DRG_2012_och_senare
U64N,Konservativ behandling av multipelt trauma,DRG i sluten vård,DRG_2012_och_senare
U75O,"Rättsmedicinsk undersökning, besök",DRG i sluten vård,DRG_2012_och_senare
U98O,Övriga läkarbesök vid skador och förgiftningar,DRG i sluten vård,DRG_2012_och_senare
U98X,Läkarbesök i team vid skador och förgiftningar,DRG i sluten vård,DRG_2012_och_senare
U98Z,Läkarvård per tel vid skador och förgiftningar,DRG i sluten vård,DRG_2012_och_senare
U99O,Övriga läkarbesök vid multitrauma,DRG i sluten vård,DRG_2012_och_senare
U99X,Läkarbesök i team vid multitrauma,DRG i sluten vård,DRG_2012_och_senare
U99Z,Läkarvård per tel vid multitrauma,DRG i sluten vård,DRG_2012_och_senare
W01A,"Trakeostomi ej pga öron-, näs- och halssjukdom, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
W01E,"Trakeostomi ej pga öron-, näs- och halssjukdom, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
V01N,"Omfattande brännskador, med operation",DRG i sluten vård,DRG_2012_och_senare
V01O,"Omfattande brännskador, med operation, öppenvård",DRG i sluten vård,DRG_2012_och_senare
W02N,Extrakorp/assist cirkulation,DRG i sluten vård,DRG_2012_och_senare
W09A,"Operationer utförda i samband med andra kontakter med sjukvården, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
W09C,"Operationer utförda i samband med andra kontakter med sjukvården, komplicerat",DRG i sluten vård,DRG_2012_och_senare
W09E,"Operationer utförda i samband med andra kontakter med sjukvården, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
W09O,"Operationer utförda i samband med andra kontakter med sjukvården, öppenvård",DRG i sluten vård,DRG_2012_och_senare
W19A,"Kliniska fynd & symtom, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
W19C,"Kliniska fynd & symtom, komplicerat",DRG i sluten vård,DRG_2012_och_senare
W19E,"Kliniska fynd & symtom, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
W20C,"Eftervård vid malign sjukdom, komplicerat",DRG i sluten vård,DRG_2012_och_senare
W20E,"Eftervård vid malign sjukdom, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
V20N,"Mindre omfattande brännskador, med hudtransplantation",DRG i sluten vård,DRG_2012_och_senare
V20O,"Mindre omfattande brännskador, med hudtransplantation, öppenvård",DRG i sluten vård,DRG_2012_och_senare
V21N,"Mindre omfattande brännskador, med sårrevision el andra operationer",DRG i sluten vård,DRG_2012_och_senare
V21O,"Mindre omfattande brännskador, med sårrevision el andra operationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
W22C,"Eftervård vid annan sjukdom, komplicerat",DRG i sluten vård,DRG_2012_och_senare
W22E,"Eftervård vid annan sjukdom, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
W29A,"Andra faktorer med påverkan på hälsotillståndet, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
W29C,"Andra faktorer med påverkan på hälsotillståndet, komplicerat",DRG i sluten vård,DRG_2012_och_senare
W29E,"Andra faktorer med påverkan på hälsotillståndet, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
V30N,"Omfattande brännskador, utan operation",DRG i sluten vård,DRG_2012_och_senare
W30N,Rehab vid stroke UNS,DRG i sluten vård,DRG_2012_och_senare
W31N,Rehab vid stroke. Beroende av förflyttningshjälpmedel,DRG i sluten vård,DRG_2012_och_senare
W32N,"Rehab vid stroke,  problem med personlig hygien",DRG i sluten vård,DRG_2012_och_senare
W33N,Rehab vid stroke. Beroende av förflyttningshjälpmedel och hjälp med personlig hygien,DRG i sluten vård,DRG_2012_och_senare
W34N,Rehab vid stroke. Totalt beroende av hjälp vid förflyttning,DRG i sluten vård,DRG_2012_och_senare
W35N,Rehab vid demyeliniserande sjd UNS,DRG i sluten vård,DRG_2012_och_senare
W36N,Rehab vid demyeliniserande sjd. Beroende av förflyttningshjälpmedel,DRG i sluten vård,DRG_2012_och_senare
W37N,Rehab vid ryggmärgsproblem UNS,DRG i sluten vård,DRG_2012_och_senare
W38N,Rehab vid ryggmärgsproblem. Beroende av förflyttningshjälpmedel,DRG i sluten vård,DRG_2012_och_senare
W39N,"Rehab vid ryggmärgsproblem, förflytta sig med hjälpmedel, äta och dricka",DRG i sluten vård,DRG_2012_och_senare
V40N,"Mindre omfattande brännskador, utan operation",DRG i sluten vård,DRG_2012_och_senare
W40N,Rehab vid hjärnskada UNS,DRG i sluten vård,DRG_2012_och_senare
W41N,Rehab vid hjärnskada. Beroende av hjälp vid förflyttning,DRG i sluten vård,DRG_2012_och_senare
W42N,Rehab vid hjärntumör UNS,DRG i sluten vård,DRG_2012_och_senare
W43N,Rehab vid hjärntumör.  Beroende av förflyttningshjälpmedel,DRG i sluten vård,DRG_2012_och_senare
W44N,Rehab vid annat neurologiskt problem UNS,DRG i sluten vård,DRG_2012_och_senare
W45N,Rehab vid annat neurologiskt problem.  Beroende av förflyttningshjälpmedel,DRG i sluten vård,DRG_2012_och_senare
W46N,Rehab vid hjärt-lungproblem UNS,DRG i sluten vård,DRG_2012_och_senare
W47N,Rehab vid hjärt-lungproblem.  Beroende av förflyttningshjälpmedel,DRG i sluten vård,DRG_2012_och_senare
W48N,Rehab vid bindvävssjd UNS,DRG i sluten vård,DRG_2012_och_senare
W49N,Rehab vid bindvävssjd.  Beroende av förflyttningshjälpmedel,DRG i sluten vård,DRG_2012_och_senare
V50N,"Brännskador, remitterad till annan akutenhet inom 5 dygn",DRG i sluten vård,DRG_2012_och_senare
W50N,"Rehab vid bindvävssjd, med avföringsproblem",DRG i sluten vård,DRG_2012_och_senare
W51N,"Rehab vid bindvävssjd, med urineringsproblem.",DRG i sluten vård,DRG_2012_och_senare
W52N,"Rehab vid bindvävssjd, med avförings- och urineringsproblem.",DRG i sluten vård,DRG_2012_och_senare
W53N,Rehab vid annat trauma UNS,DRG i sluten vård,DRG_2012_och_senare
W54N,Rehab vid annat trauma. Gångproblem,DRG i sluten vård,DRG_2012_och_senare
