diagnos,grp,code,name,comments,sdb_amne
Q32,1704,Q32,Medfödda missbildningar av luftstrupe och bronk,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q33,1704,Q33,Medfödda lungmissbildningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q34,1704,Q34,Andra medfödda missbildningar av andningsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q35,1705,Q35,Kluven gom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q36,1705,Q36,Kluven läpp,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q37,1705,Q37,Kluven gom med kluven läpp,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q38,1706,Q38,"Andra medfödda missbildningar av tunga, mun och svalg",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q39,1706,Q39,Medfödda missbildningar av matstrupen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q40,1706,Q40,Andra medfödda missbildningar i övre delen av matsmältningskanalen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q41,1706,Q41,"Medfödd avsaknad, atresi och stenos av tunntarmen",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q42,1706,Q42,"Medfödd avsaknad, atresi och stenos av tjocktarmen",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q43,1706,Q43,Andra medfödda missbildningar av tarmen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q44,1706,Q44,"Medfödda missbildningar av gallblåsan, gallgångarna och levern",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q45,1706,Q45,Andra medfödda missbildningar av matsmältningsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q50,1707,Q50,"Medfödda missbildningar av äggstockar, äggledare och breda ligament",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q51,1707,Q51,Medfödda missbildningar av livmodern och livmoderhalsen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q52,1707,Q52,Andra medfödda missbildningar av de kvinnliga könsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q53,1707,Q53,Icke nedstigen testikel,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q54,1707,Q54,Hypospadi,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q55,1707,Q55,Andra medfödda missbildningar av de manliga könsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q56,1707,Q56,Obestämt kön och pseudohermafroditism,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q60,1708,Q60,Avsaknad och annan medfödd underutveckling av njure,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q61,1708,Q61,Cystnjuresjukdom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q62,1708,Q62,Medfödda avflödeshinder i njurbäcken och medfödda missbildningar i urinledare,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q63,1708,Q63,Andra medfödda missbildningar av njure,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q64,1708,Q64,Andra medfödda missbildningar av urinorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q65,1709,Q65,Medfödda höftdeformiteter,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q66,1709,Q66,Medfödda missbildningar av fötterna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q67,1709,Q67,"Medfödda muskuloskeletala deformiteter av skalle, ansikte, kotpelare och bröstkorg",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q68,1709,Q68,Andra medfödda deformiteter av muskler och skelett,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q69,1709,Q69,Övertaliga fingrar och tår,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q70,1709,Q70,Sammanväxning av fingrar och tår,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q71,1709,Q71,Reduktionsmissbildningar av övre extremitet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q72,1709,Q72,Reduktionsmissbildningar av nedre extremitet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q73,1709,Q73,Reduktionsmissbildningar av icke specificerad extremitet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q74,1709,Q74,Andra medfödda missbildningar av extremiteterna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q75,1709,Q75,Andra medfödda missbildningar av skallens och ansiktets ben,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q76,1709,Q76,Medfödda missbildningar av kotpelaren och bröstkorgens ben,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q77,1709,Q77,Osteokondrodysplasi med bristande tillväxt av rörben och kotpelare,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q78,1709,Q78,Andra osteokondrodysplasier,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q79,1709,Q79,Medfödd missbildning av muskler och skelett som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q80,1710,Q80,Medfödd iktyos,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q81,1710,Q81,Epidermolysis bullosa,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q82,1710,Q82,Andra medfödda missbildningar av huden,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q83,1710,Q83,Medfödda missbildningar av bröstkörtel,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q84,1710,Q84,Andra medfödda missbildningar av täckvävnad,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q85,1710,Q85,Fakomatoser som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q86,1710,Q86,Medfödda missbildningssyndrom orsakade av kända yttre orsaker som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q87,1710,Q87,Andra specificerade medfödda missbildningssyndrom som engagerar multipla organsystem,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q89,1710,Q89,Andra medfödda missbildningar som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q90,1711,Q90,Downs syndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q91,1711,Q91,Edwards syndrom och Pataus syndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q92,1711,Q92,Andra autosomala trisomier och partiella trisomier som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q93,1711,Q93,Autosomala monosomier och deletioner som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q95,1711,Q95,Balanserade rearrangemang och kromosom-markörer som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q96,1711,Q96,Turners syndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q97,1711,Q97,"Andra könskromosomavvikelser, kvinnlig fenotyp, som ej klassificeras annorstädes",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q98,1711,Q98,"Andra könskromosomavvikelser, manlig fenotyp, som ej klassificeras annorstädes",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
Q99,1711,Q99,Andra kromosomavvikelser som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R00,1801,R00,Onormal hjärtrytm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R01,1801,R01,Blåsljud och andra hjärtljud,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R02,1801,R02,Gangrän som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R03,1801,R03,Onormalt fynd vid blodtrycksmätning utan diagnos,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R04,1801,R04,Blödning från luftvägarna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R05,1801,R05,Hosta,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R06,1801,R06,Onormal andning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R07,1801,R07,Smärtor i luftstrupe och bröstkorg,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R09,1801,R09,Andra symtom och sjukdomstecken från cirkulations- och andningsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R10,1802,R10,Smärtor från buk och bäcken,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R11,1802,R11,Illamående och kräkningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R12,1802,R12,Halsbränna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R13,1802,R13,Sväljningssvårigheter,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R14,1802,R14,Flatulens och besläktade tillstånd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R15,1802,R15,Fecesinkontinens,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R16,1802,R16,Förstorad lever och förstorad mjälte som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R17,1802,R17,Icke specificerad gulsot,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R18,1802,R18,Ascites (vätska i buken),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R19,1802,R19,Andra symtom och sjukdomstecken från matsmältningsorganen och buken,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R20,1803,R20,Störningar i hudkänseln,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R21,1803,R21,Icke specificerade hudutslag,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R22,1803,R22,"Lokaliserad svullnad, knöl och resistens i huden och underhudsvävnaden",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R23,1803,R23,Andra förändringar i huden,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R25,1804,R25,Abnorma ofrivilliga rörelser,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R26,1804,R26,Gångrubbningar och rörelserubbningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R27,1804,R27,Annan koordinationsrubbning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R29,1804,R29,Andra symtom och sjukdomstecken från nervsystemet och muskuloskeletala systemet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R30,1805,R30,Smärta vid vattenkastning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R31,1805,R31,Icke specificerad hematuri (blod i urinen),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R32,1805,R32,Icke specificerad urininkontinens,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R33,1805,R33,Urinretention (urinstämma),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R34,1805,R34,Anuri och oliguri (ingen urin eller liten urinmängd),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R35,1805,R35,Polyuri (Stor mängd urin),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R36,1805,R36,Flytning från uretra (urinröret),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R39,1805,R39,Andra symtom och sjukdomstecken från urinorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R40,1806,R40,"Somnolens, stupor och koma",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R41,1806,R41,Andra symtom och sjukdomstecken som engagerar uppfattningsförmåga och varseblivning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R42,1806,R42,Yrsel och svindel,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R43,1806,R43,Rubbningar av lukt och smak,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R44,1806,R44,Andra symtom och sjukdomstecken avseende förnimmelser och varseblivning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R45,1806,R45,Symtom och sjukdomstecken som avser känsloläget,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R46,1806,R46,Symtom och sjukdomstecken avseende utseende och uppträdande,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R47,1807,R47,Talstörningar som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R48,1807,R48,Dyslexi (lässvårigheter) och andra symboldysfunktioner som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R49,1807,R49,Röststörningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R50,1808,R50,Feber av annan och okänd orsak,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R51,1808,R51,Huvudvärk,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R52,1808,R52,Smärta och värk som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R53,1808,R53,Sjukdomskänsla och trötthet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R54,1808,R54,Senilitet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R55,1808,R55,Svimning och kollaps,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R56,1808,R56,Kramper som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R57,1808,R57,Chock som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R58,1808,R58,Blödning som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R59,1808,R59,Lymfkörtelförstoring,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R60,1808,R60,Ödem som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R61,1808,R61,Hyperhidros (överdriven svettning),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R62,1808,R62,Utebliven förväntad normal kroppslig utveckling,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R63,1808,R63,Symtom och sjukdomstecken som har samband med födo- och vätskeintag,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R64,1808,R64,Utmärgling,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R65,1808,R65,Systemiskt inflammatoriskt svarssyndrom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R68,1808,R68,Andra allmänna symtom och sjukdomstecken,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R69,1808,R69,Okända och icke specificerade orsaker till sjuklighet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R70,1809,R70,Förhöjd sänkningsreaktion och onormal plasmaviskositet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R71,1809,R71,Onormala röda blodkroppar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R72,1809,R72,Onormala vita blodkroppar som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R73,1809,R73,Förhöjd glukoshalt i blodet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R74,1809,R74,Onormala nivåer av serumenzymer,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R75,1809,R75,Positiv HIV-serologi utan säker infektion med humant immunbristvirus [HIV],,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R76,1809,R76,Andra onormala immunologiska fynd i serum,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R77,1809,R77,Andra onormala plasmaproteinfynd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R78,1809,R78,Fynd av droger och andra substanser som normalt ej finns i blodet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R79,1809,R79,Annan onormal blodkemi,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R80,1810,R80,Isolerad proteinuri (äggvita i urinen),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R81,1810,R81,Glukosuri (socker i urinen),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R82,1810,R82,Andra onormala fynd vid urinundersökning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R83,1811,R83,Onormala fynd i cerebrospinalvätskan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R84,1811,R84,Onormala fynd i prov från andningsorganen och från bröstkorgen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R85,1811,R85,Onormala fynd i prov från matsmältningsorganen och bukhålan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R86,1811,R86,Onormala fynd i prov från de manliga könsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R87,1811,R87,Onormala fynd i prov från de kvinnliga könsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R89,1811,R89,"Onormala fynd i prov från andra organ, organsystem och vävnader",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R90,1812,R90,Onormala fynd vid radiologisk diagnostik avseende centrala nervsystemet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R91,1812,R91,Onormala fynd vid radiologisk diagnostik avseende lunga,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R92,1812,R92,Onormala fynd vid radiologisk diagnostik avseende bröstkörtel,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R93,1812,R93,Onormala fynd vid radiologisk diagnostik avseende andra kroppsstrukturer,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R94,1812,R94,Onormala resultat av funktionsundersökningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R95,1813,R95,Plötslig spädbarnsdöd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R96,1813,R96,Annan plötslig död av okänd orsak,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R98,1813,R98,Obevittnad död,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
R99,1813,R99,Andra ofullständigt definierade och icke specificerade orsaker till död,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S00,1901,S00,Ytlig skada på huvudet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S01,1901,S01,Sårskada på huvudet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S02,1901,S02,Skallfraktur och fraktur på ansiktsben,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S03,1901,S03,Luxation och distorsion i huvudets leder och ligament,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S04,1901,S04,Skada på kranialnerver,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S05,1901,S05,Skada på ögat och ögonhålan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S06,1901,S06,Intrakraniell skada,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S07,1901,S07,Klämskada på huvudet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S08,1901,S08,Traumatisk amputation av del av huvudet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S09,1901,S09,Andra och icke specificerade skador på huvudet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S10,1902,S10,Ytlig skada på halsen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S11,1902,S11,Sårskada på halsen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S12,1902,S12,Fraktur på halskotpelaren och halsens ben,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S13,1902,S13,Luxation och distorsion av leder och ligament i hals och halskotpelare,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S14,1902,S14,Skada på nerver och på ryggmärgen i halsregionen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S15,1902,S15,Skada på blodkärl i halsregionen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S16,1902,S16,Skada på muskel och sena i halsregionen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S17,1902,S17,Klämskada på halsen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S18,1902,S18,Traumatisk amputation på halsnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S19,1902,S19,Andra och icke specificerade skador i halsregionen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S20,1903,S20,Ytlig skada i bröstregionen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S21,1903,S21,Sårskada på bröstregionen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S22,1903,S22,"Fraktur på revben, bröstbenet och bröstkotpelaren",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S23,1903,S23,Luxation och distorsion av bröstkorgens leder och ligament,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S24,1903,S24,Skada på nerver och ryggmärg i bröstregionen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S25,1903,S25,Skada på blodkärl i bröstkorgen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S26,1903,S26,Skada på hjärtat,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S27,1903,S27,Skada på andra och icke specificerade organ i brösthålan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S28,1903,S28,Klämskada på bröstkorgen och traumatisk amputation av del av bröstkorgen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S29,1903,S29,Andra och icke specificerade skador på bröstkorgen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S30,1904,S30,"Ytlig skada på buken, nedre delen av ryggen och bäckenet",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S31,1904,S31,"Sårskada på buken, nedre delen av ryggen och bäckenet",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S32,1904,S32,Fraktur på ländkotpelaren och bäckenet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S33,1904,S33,Luxation och distorsion i leder och ligament i lumbalkotpelaren och bäckenet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S34,1904,S34,"Skada på nerver och lumbala delen av ryggmärgen på buknivå, bäckennivå och nedre delen av ryggen",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S35,1904,S35,"Skada på blodkärl på buknivå, bäckennivå och nedre delen av ryggen",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S36,1904,S36,Skada på organ i bukhålan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S37,1904,S37,Skada på urin- och bäckenorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S38,1904,S38,"Klämskador och traumatisk amputation av del av buken, nedre delen av ryggen och bäckenet",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S39,1904,S39,"Andra och icke specificerade skador på buken, nedre delen av ryggen och bäckenet",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S40,1905,S40,Ytlig skada på skuldra och överarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S41,1905,S41,Sårskada på skuldra och överarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S42,1905,S42,Fraktur på skuldra och överarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S43,1905,S43,Luxation och distorsion i skuldergördelns leder och ligament,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S44,1905,S44,Skada på nerver på skulder- och överarmsnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S45,1905,S45,Skada på blodkärl på skulder- och överarmsnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S46,1905,S46,Skada på muskel och sena på skulder- och överarmsnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S47,1905,S47,Klämskada på skuldra och överarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S48,1905,S48,Traumatisk amputation av skuldra och överarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S49,1905,S49,Andra och icke specificerade skador på skuldra och överarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S50,1906,S50,Ytlig skada på underarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S51,1906,S51,Sårskada på underarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S52,1906,S52,Fraktur på underarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S53,1906,S53,Luxation och distorsion i armbågens leder och ligament,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S54,1906,S54,Skada på nerver på underarmsnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S55,1906,S55,Skada på blodkärl på underarmsnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S56,1906,S56,Skada på muskel och sena på underarmsnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S57,1906,S57,Klämskada på underarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S58,1906,S58,Traumatisk amputation av underarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S59,1906,S59,Andra och icke specificerade skador på underarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S60,1907,S60,Ytlig skada på handled och hand,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S61,1907,S61,Sårskada på handled och hand,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S62,1907,S62,Fraktur på handled och hand,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S63,1907,S63,Luxation och distorsion i leder och ligament på handleds- och handnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S64,1907,S64,Skada på nerver på handleds- och handnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S65,1907,S65,Skada på blodkärl på handleds- och handnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S66,1907,S66,Skada på muskel och sena på handleds- och handnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S67,1907,S67,Klämskada på handled och hand,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S68,1907,S68,Traumatisk amputation av handled och hand,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S69,1907,S69,Andra och icke specificerade skador på handled och hand,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S70,1908,S70,Ytlig skada på höft och lår,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S71,1908,S71,Sårskada på höft och lår,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S72,1908,S72,Fraktur på lårben,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S73,1908,S73,Luxation och distorsion i höftled och höftligament,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S74,1908,S74,Skada på nerver på höft- och lårnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S75,1908,S75,Skada på blodkärl på höft- och lårnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S76,1908,S76,Skada på muskel och sena på höft- och lårnivå,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
S77,1908,S77,Klämskador på höft och lår,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
