atc,grp,code,name,sdb_amne,sdb_titel
G03A,G03,G03A,Hormonella antikonceptionella medel för systemiskt bruk,Läkemedel,ATC-koder
G03AA,G03A,G03AA,Gestagener och östrogener i fasta kombinationer,Läkemedel,ATC-koder
G03AA03,G03AA,G03AA03,Lynestrenol och etinylestradiol,Läkemedel,ATC-koder
G03AA05,G03AA,G03AA05,Noretisteron och etinylestradiol,Läkemedel,ATC-koder
G03AA07,G03AA,G03AA07,Levonorgestrel och etinylestradiol,Läkemedel,ATC-koder
G03AA09,G03AA,G03AA09,Desogestrel och etinylestradiol,Läkemedel,ATC-koder
G03AA11,G03AA,G03AA11,Norgestimat och etinylestradiol,Läkemedel,ATC-koder
G03AA12,G03AA,G03AA12,Drospirenon och etinylestradiol,Läkemedel,ATC-koder
G03AA13,G03AA,G03AA13,Norelgestromin och etinylestradiol,Läkemedel,ATC-koder
G03AA14,G03AA,G03AA14,Nomegestrol och estradiol,Läkemedel,ATC-koder
G03AA16,G03AA,G03AA16,Dienogest och etinylestradiol,Läkemedel,ATC-koder
G03AB,G03A,G03AB,"Gestagener och östrogener, sekvenspreparat",Läkemedel,ATC-koder
G03AB02,G03AB,G03AB02,Lynestrenol och etinylestradiol,Läkemedel,ATC-koder
G03AB03,G03AB,G03AB03,Levonorgestrel och etinylestradiol,Läkemedel,ATC-koder
G03AB04,G03AB,G03AB04,Noretisteron och etinylestradiol,Läkemedel,ATC-koder
G03AB05,G03AB,G03AB05,Desogestrel och etinylestradiol,Läkemedel,ATC-koder
G03AB08,G03AB,G03AB08,Dienogest och estradiol,Läkemedel,ATC-koder
G03AC,G03A,G03AC,Gestagener,Läkemedel,ATC-koder
G03AC01,G03AC,G03AC01,Noretisteron,Läkemedel,ATC-koder
G03AC02,G03AC,G03AC02,Lynestrenol,Läkemedel,ATC-koder
G03AC03,G03AC,G03AC03,Levonorgestrel,Läkemedel,ATC-koder
G03AC06,G03AC,G03AC06,Medroxiprogesteron,Läkemedel,ATC-koder
G03AC08,G03AC,G03AC08,Etonogestrel,Läkemedel,ATC-koder
G03AC09,G03AC,G03AC09,Desogestrel,Läkemedel,ATC-koder
G03AD,G03A,G03AD,Akut preventivmedel,Läkemedel,ATC-koder
G03AD01,G03AD,G03AD01,Levonorgestrel,Läkemedel,ATC-koder
G03AD02,G03AD,G03AD02,Ulipristal,Läkemedel,ATC-koder
G03B,G03,G03B,Androgener,Läkemedel,ATC-koder
G03BA,G03B,G03BA,3-Oxandrostenderivat,Läkemedel,ATC-koder
G03BA03,G03BA,G03BA03,Testosteron,Läkemedel,ATC-koder
G03BB,G03B,G03BB,5-Androstanonderivat,Läkemedel,ATC-koder
G03BB02,G03BB,G03BB02,Androstanolon,Läkemedel,ATC-koder
G03C,G03,G03C,Östrogener,Läkemedel,ATC-koder
G03CA,G03C,G03CA,Naturliga och halvsyntetiska estrogener,Läkemedel,ATC-koder
G03CA01,G03CA,G03CA01,Etinylestradiol,Läkemedel,ATC-koder
G03CA03,G03CA,G03CA03,Estradiol,Läkemedel,ATC-koder
G03CA04,G03CA,G03CA04,Estriol,Läkemedel,ATC-koder
G03CA57,G03CA,G03CA57,Konjugerade estrogener,Läkemedel,ATC-koder
G03CC,G03C,G03CC,Östrogener i kombination med andra medel,Läkemedel,ATC-koder
G03CC05,G03CC,G03CC05,Dietylstilbestrol,Läkemedel,ATC-koder
G03CX,G03C,G03CX,Övriga estrogener,Läkemedel,ATC-koder
G03CX01,G03CX,G03CX01,Tibolon,Läkemedel,ATC-koder
G03D,G03,G03D,Gestagener,Läkemedel,ATC-koder
G03DA,G03D,G03DA,Pregnenderivat,Läkemedel,ATC-koder
G03DA02,G03DA,G03DA02,Medroxiprogesteron,Läkemedel,ATC-koder
G03DA03,G03DA,G03DA03,Hydroxiprogesteron,Läkemedel,ATC-koder
G03DA04,G03DA,G03DA04,Progesteron,Läkemedel,ATC-koder
G03DB,G03D,G03DB,Pregnadienderivat,Läkemedel,ATC-koder
G03DB01,G03DB,G03DB01,Dydrogesteron,Läkemedel,ATC-koder
G03DB08,G03DB,G03DB08,Dienogest,Läkemedel,ATC-koder
G03DC,G03D,G03DC,Östrenderivat,Läkemedel,ATC-koder
G03DC02,G03DC,G03DC02,Noretisteron,Läkemedel,ATC-koder
G03DC03,G03DC,G03DC03,Lynestrenol,Läkemedel,ATC-koder
G03F,G03,G03F,Gestagener i kombination med östrogener,Läkemedel,ATC-koder
G03FA,G03F,G03FA,Gestagener och östrogener i fasta kombinationer,Läkemedel,ATC-koder
G03FA01,G03FA,G03FA01,Noretisteron och östrogen,Läkemedel,ATC-koder
G03FA12,G03FA,G03FA12,Medroxiprogesteron och östrogen,Läkemedel,ATC-koder
G03FA15,G03FA,G03FA15,Dienogest och östrogen,Läkemedel,ATC-koder
G03FA17,G03FA,G03FA17,Drospirenon och östrogen,Läkemedel,ATC-koder
G03FB,G03F,G03FB,"Gestagener och östrogener, sekvenspreparat",Läkemedel,ATC-koder
G03FB05,G03FB,G03FB05,Noretisteron och östrogen,Läkemedel,ATC-koder
G03FB06,G03FB,G03FB06,Medroxiprogesteron och östrogen,Läkemedel,ATC-koder
G03FB07,G03FB,G03FB07,Medrogeston och östrogen,Läkemedel,ATC-koder
G03FB09,G03FB,G03FB09,Levonorgestrel och östrogen,Läkemedel,ATC-koder
G03G,G03,G03G,Gonadotropiner och andra ovulationsstimulerande medel,Läkemedel,ATC-koder
G03GA,G03G,G03GA,Gonadotropiner,Läkemedel,ATC-koder
G03GA01,G03GA,G03GA01,Koriongonadotropin,Läkemedel,ATC-koder
G03GA02,G03GA,G03GA02,Menopausgonadotropin,Läkemedel,ATC-koder
G03GA04,G03GA,G03GA04,Urofollitropin,Läkemedel,ATC-koder
G03GA05,G03GA,G03GA05,Follitropin alfa,Läkemedel,ATC-koder
G03GA06,G03GA,G03GA06,Follitropin beta,Läkemedel,ATC-koder
G03GA07,G03GA,G03GA07,Lutropin alfa,Läkemedel,ATC-koder
G03GA08,G03GA,G03GA08,Koriogonadotropin alfa,Läkemedel,ATC-koder
G03GA09,G03GA,G03GA09,Korifollitropin alfa,Läkemedel,ATC-koder
G03GA30,G03GA,G03GA30,Kombinationer,Läkemedel,ATC-koder
G03GB,G03G,G03GB,Syntetiska ovulationsstimulerande medel,Läkemedel,ATC-koder
G03GB02,G03GB,G03GB02,Klomifen,Läkemedel,ATC-koder
G03H,G03,G03H,Antiandrogener,Läkemedel,ATC-koder
G03HA,G03H,G03HA,Antiandrogener,Läkemedel,ATC-koder
G03HA01,G03HA,G03HA01,Cyproteron,Läkemedel,ATC-koder
G03HB,G03H,G03HB,Antiandrogener och östrogener,Läkemedel,ATC-koder
G03HB01,G03HB,G03HB01,Cyproteron och östrogen,Läkemedel,ATC-koder
G03X,G03,G03X,Övriga könshormoner och modulatorer av könsorgan,Läkemedel,ATC-koder
G03XA,G03X,G03XA,Gonadotropinhämmare och liknande medel,Läkemedel,ATC-koder
G03XA01,G03XA,G03XA01,Danazol,Läkemedel,ATC-koder
G03XB,G03X,G03XB,Progesteronreceptormodulatorer,Läkemedel,ATC-koder
G03XB01,G03XB,G03XB01,Mifepriston,Läkemedel,ATC-koder
G03XB02,G03XB,G03XB02,Ulipristal,Läkemedel,ATC-koder
G03XB51,G03XB,G03XB51,"Mifepriston, kombinationer",Läkemedel,ATC-koder
G03XC,G03X,G03XC,Selektiva östrogenreceptormodulatorer,Läkemedel,ATC-koder
G03XC01,G03XC,G03XC01,Raloxifen,Läkemedel,ATC-koder
G04,G,G04,Urologiska medel,Läkemedel,ATC-koder
G04B,G04,G04B,Urologiska medel,Läkemedel,ATC-koder
G04BA,G04B,G04BA,Surgörande medel,Läkemedel,ATC-koder
G04BA01,G04BA,G04BA01,Ammoniumklorid,Läkemedel,ATC-koder
G04BC,G04B,G04BC,Medel för upplösning av urinsyrakonkrement,Läkemedel,ATC-koder
G04BD,G04B,G04BD,Medel mot inkontinens och för kontroll av miktionsfrekvens,Läkemedel,ATC-koder
G04BD01,G04BD,G04BD01,Emepron,Läkemedel,ATC-koder
G04BD04,G04BD,G04BD04,Oxybutynin,Läkemedel,ATC-koder
G04BD06,G04BD,G04BD06,Propiverin,Läkemedel,ATC-koder
G04BD07,G04BD,G04BD07,Tolterodin,Läkemedel,ATC-koder
G04BD08,G04BD,G04BD08,Solifenacin,Läkemedel,ATC-koder
G04BD09,G04BD,G04BD09,Trospium,Läkemedel,ATC-koder
G04BD10,G04BD,G04BD10,Darifenacin,Läkemedel,ATC-koder
G04BD11,G04BD,G04BD11,Fesoterodin,Läkemedel,ATC-koder
G04BD12,G04BD,G04BD12,Mirabegron,Läkemedel,ATC-koder
G04BE,G04B,G04BE,Medel vid erektil dysfunktion,Läkemedel,ATC-koder
G04BE01,G04BE,G04BE01,Alprostadil,Läkemedel,ATC-koder
G04BE03,G04BE,G04BE03,Sildenafil,Läkemedel,ATC-koder
G04BE04,G04BE,G04BE04,Yohimbin,Läkemedel,ATC-koder
G04BE07,G04BE,G04BE07,Apomorfin,Läkemedel,ATC-koder
G04BE08,G04BE,G04BE08,Tadalafil,Läkemedel,ATC-koder
G04BE09,G04BE,G04BE09,Vardenafil,Läkemedel,ATC-koder
G04BE10,G04BE,G04BE10,Avanafil,Läkemedel,ATC-koder
G04BE30,G04BE,G04BE30,Kombinationer,Läkemedel,ATC-koder
G04BX,G04B,G04BX,Övriga urologiska medel,Läkemedel,ATC-koder
G04BX01,G04BX,G04BX01,Magnesiumhydroxid,Läkemedel,ATC-koder
G04BX13,G04BX,G04BX13,Dimetylsulfoxid,Läkemedel,ATC-koder
G04BX14,G04BX,G04BX14,Dapoxetin,Läkemedel,ATC-koder
G04BX15,G04BX,G04BX15,Pentosanpolysulfatnatrium,Läkemedel,ATC-koder
G04BX16,G04BX,G04BX16,Tiopronin,Läkemedel,ATC-koder
G04C,G04,G04C,Medel vid benign prostatahyperplasi,Läkemedel,ATC-koder
G04CA,G04C,G04CA,Alfa-adrenoreceptorantagonister,Läkemedel,ATC-koder
G04CA01,G04CA,G04CA01,Alfuzosin,Läkemedel,ATC-koder
G04CA02,G04CA,G04CA02,Tamsulosin,Läkemedel,ATC-koder
G04CA03,G04CA,G04CA03,Terazosin,Läkemedel,ATC-koder
G04CA53,G04CA,G04CA53,Tamsulosin och solifenacin,Läkemedel,ATC-koder
G04CB,G04C,G04CB,Testosteron-5-alfa-reduktashämmare,Läkemedel,ATC-koder
G04CB01,G04CB,G04CB01,Finasterid,Läkemedel,ATC-koder
G04CB02,G04CB,G04CB02,Dutasterid,Läkemedel,ATC-koder
G04CX,G04C,G04CX,Övriga medel vid benign prostatahyperplasi,Läkemedel,ATC-koder
G04CX01,G04CX,G04CX01,"Pygeum africanum, bark",Läkemedel,ATC-koder
G04CX02,G04CX,G04CX02,"Sågpalmetto, frukt",Läkemedel,ATC-koder
H,0,H,"Systemiska hormonpreparat, exkl. könshormoner och insuliner",Läkemedel,ATC-koder
H01,H,H01,Hypofys- och hypotalamushormoner och analoger,Läkemedel,ATC-koder
H01A,H01,H01A,Hypofysframlobens hormoner samt analoger,Läkemedel,ATC-koder
H01AA,H01A,H01AA,ACTH,Läkemedel,ATC-koder
H01AA02,H01AA,H01AA02,Tetrakosaktid,Läkemedel,ATC-koder
H01AB,H01A,H01AB,Tyrotropin,Läkemedel,ATC-koder
H01AB01,H01AB,H01AB01,Tyrotropin alfa,Läkemedel,ATC-koder
H01AC,H01A,H01AC,"Somatropin, samt somatropinagonister",Läkemedel,ATC-koder
H01AC01,H01AC,H01AC01,Somatropin,Läkemedel,ATC-koder
H01AC03,H01AC,H01AC03,Mekasermin,Läkemedel,ATC-koder
H01AX,H01A,H01AX,Övriga hypofysframlobens hormoner samt analoger,Läkemedel,ATC-koder
H01AX01,H01AX,H01AX01,Pegvisomant,Läkemedel,ATC-koder
H01B,H01,H01B,Hypofysbaklobens hormoner,Läkemedel,ATC-koder
H01BA,H01B,H01BA,Vasopressin och analoger,Läkemedel,ATC-koder
H01BA01,H01BA,H01BA01,Vasopressin (argipressin),Läkemedel,ATC-koder
H01BA02,H01BA,H01BA02,Desmopressin,Läkemedel,ATC-koder
H01BB,H01B,H01BB,Oxytocin och analoger,Läkemedel,ATC-koder
H01BB02,H01BB,H01BB02,Oxytocin,Läkemedel,ATC-koder
H01C,H01,H01C,Hypotalamushormoner,Läkemedel,ATC-koder
H01CA,H01C,H01CA,Gonadotropinfrisättande hormoner,Läkemedel,ATC-koder
H01CA01,H01CA,H01CA01,Gonadorelin,Läkemedel,ATC-koder
H01CA02,H01CA,H01CA02,Nafarelin,Läkemedel,ATC-koder
H01CB,H01C,H01CB,Somatostatin och analoger,Läkemedel,ATC-koder
H01CB02,H01CB,H01CB02,Oktreotid,Läkemedel,ATC-koder
H01CB03,H01CB,H01CB03,Lanreotid,Läkemedel,ATC-koder
H01CB05,H01CB,H01CB05,Pasireotid,Läkemedel,ATC-koder
H01CC,H01C,H01CC,Gonadotropinantagonister,Läkemedel,ATC-koder
H01CC01,H01CC,H01CC01,Ganirelix,Läkemedel,ATC-koder
H01CC02,H01CC,H01CC02,Cetrorelix,Läkemedel,ATC-koder
H02,H,H02,Kortikosteroider för systemiskt bruk,Läkemedel,ATC-koder
H02A,H02,H02A,Kortikosteroider för systemiskt bruk,Läkemedel,ATC-koder
H02AA,H02A,H02AA,Mineralkortikoider,Läkemedel,ATC-koder
H02AA02,H02AA,H02AA02,Fludrokortison,Läkemedel,ATC-koder
H02AB,H02A,H02AB,Glukokortikoider,Läkemedel,ATC-koder
H02AB01,H02AB,H02AB01,Betametason,Läkemedel,ATC-koder
H02AB02,H02AB,H02AB02,Dexametason,Läkemedel,ATC-koder
H02AB04,H02AB,H02AB04,Metylprednisolon,Läkemedel,ATC-koder
H02AB06,H02AB,H02AB06,Prednisolon,Läkemedel,ATC-koder
H02AB07,H02AB,H02AB07,Prednison,Läkemedel,ATC-koder
H02AB08,H02AB,H02AB08,Triamcinolon,Läkemedel,ATC-koder
H02AB09,H02AB,H02AB09,Hydrokortison,Läkemedel,ATC-koder
H02AB10,H02AB,H02AB10,Kortison,Läkemedel,ATC-koder
H02AB13,H02AB,H02AB13,Deflazakort,Läkemedel,ATC-koder
H03,H,H03,Tyreoideabehandling,Läkemedel,ATC-koder
H03A,H03,H03A,Tyreoideapreparat,Läkemedel,ATC-koder
H03AA,H03A,H03AA,Tyreoideahormoner,Läkemedel,ATC-koder
H03AA01,H03AA,H03AA01,Levotyroxinnatrium,Läkemedel,ATC-koder
H03AA02,H03AA,H03AA02,Liotyroninnatrium,Läkemedel,ATC-koder
H03AA03,H03AA,H03AA03,Kombinationer av levotyroxin och liotyronin,Läkemedel,ATC-koder
H03AA04,H03AA,H03AA04,Tiratrikol,Läkemedel,ATC-koder
H03B,H03,H03B,"Antityreoida substanser, tyreostatika",Läkemedel,ATC-koder
H03BA,H03B,H03BA,Tiouraciler,Läkemedel,ATC-koder
H03BA02,H03BA,H03BA02,Propyltiouracil,Läkemedel,ATC-koder
H03BB,H03B,H03BB,Svavelhaltiga imidazolderivat,Läkemedel,ATC-koder
H03BB01,H03BB,H03BB01,Karbimazol,Läkemedel,ATC-koder
H03BB02,H03BB,H03BB02,Tiamazol,Läkemedel,ATC-koder
H04,H,H04,Pankreashormoner,Läkemedel,ATC-koder
H04A,H04,H04A,Glukogenolytiskt hormon,Läkemedel,ATC-koder
H04AA,H04A,H04AA,Glukogenolytiskt hormon,Läkemedel,ATC-koder
H04AA01,H04AA,H04AA01,Glukagon,Läkemedel,ATC-koder
H05,H,H05,Medel som reglerar kalciumomsättningen,Läkemedel,ATC-koder
H05A,H05,H05A,Paratyreoideahormoner och analoger,Läkemedel,ATC-koder
H05AA,H05A,H05AA,Paratyreoideahormoner och analoger,Läkemedel,ATC-koder
H05AA02,H05AA,H05AA02,Teriparatid,Läkemedel,ATC-koder
H05AA03,H05AA,H05AA03,Paratyroidhormon,Läkemedel,ATC-koder
H05B,H05,H05B,Antiparatyreoideamedel,Läkemedel,ATC-koder
H05BA,H05B,H05BA,Kalcitoninpreparat,Läkemedel,ATC-koder
H05BA01,H05BA,H05BA01,"Kalcitonin, lax, syntetisk",Läkemedel,ATC-koder
H05BX,H05B,H05BX,Övriga antiparatyreoideamedel,Läkemedel,ATC-koder
H05BX01,H05BX,H05BX01,Cinakalcet,Läkemedel,ATC-koder
H05BX02,H05BX,H05BX02,Parikalcitol,Läkemedel,ATC-koder
H05BX04,H05BX,H05BX04,Etelkalcetid,Läkemedel,ATC-koder
J,0,J,Antiinfektiva medel för systemiskt bruk,Läkemedel,ATC-koder
J01,J,J01,Antibakteriella medel för systemiskt bruk,Läkemedel,ATC-koder
J01A,J01,J01A,Tetracykliner,Läkemedel,ATC-koder
J01AA,J01A,J01AA,Tetracykliner,Läkemedel,ATC-koder
J01AA02,J01AA,J01AA02,Doxycyklin,Läkemedel,ATC-koder
J01AA04,J01AA,J01AA04,Lymecyklin,Läkemedel,ATC-koder
J01AA06,J01AA,J01AA06,Oxitetracyklin,Läkemedel,ATC-koder
J01AA07,J01AA,J01AA07,Tetracyklin,Läkemedel,ATC-koder
J01AA08,J01AA,J01AA08,Minocyklin,Läkemedel,ATC-koder
J01AA12,J01AA,J01AA12,Tigecyklin,Läkemedel,ATC-koder
J01B,J01,J01B,Amfenikoler,Läkemedel,ATC-koder
J01BA,J01B,J01BA,Amfenikoler,Läkemedel,ATC-koder
J01BA01,J01BA,J01BA01,Kloramfenikol,Läkemedel,ATC-koder
J01C,J01,J01C,"Antibakteriella betalaktamer, penicilliner",Läkemedel,ATC-koder
J01CA,J01C,J01CA,Penicilliner med utvidgat spektrum,Läkemedel,ATC-koder
J01CA01,J01CA,J01CA01,Ampicillin,Läkemedel,ATC-koder
J01CA02,J01CA,J01CA02,Pivampicillin,Läkemedel,ATC-koder
J01CA04,J01CA,J01CA04,Amoxicillin,Läkemedel,ATC-koder
J01CA08,J01CA,J01CA08,Pivmecillinam,Läkemedel,ATC-koder
J01CA11,J01CA,J01CA11,Mecillinam,Läkemedel,ATC-koder
J01CA12,J01CA,J01CA12,Piperacillin,Läkemedel,ATC-koder
J01CA17,J01CA,J01CA17,Temocillin,Läkemedel,ATC-koder
J01CE,J01C,J01CE,Betalaktamaskänsliga penicilliner,Läkemedel,ATC-koder
J01CE01,J01CE,J01CE01,Bensylpenicillin,Läkemedel,ATC-koder
J01CE02,J01CE,J01CE02,Fenoximetylpenicillin,Läkemedel,ATC-koder
J01CE08,J01CE,J01CE08,Bensatin bensylpenicillin,Läkemedel,ATC-koder
J01CF,J01C,J01CF,Betalaktamasresistenta penicilliner,Läkemedel,ATC-koder
J01CF01,J01CF,J01CF01,Dikloxacillin,Läkemedel,ATC-koder
J01CF02,J01CF,J01CF02,Kloxacillin,Läkemedel,ATC-koder
J01CF05,J01CF,J01CF05,Flukloxacillin,Läkemedel,ATC-koder
J01CR,J01C,J01CR,"Kombinationer av penicilliner, inkl. betalaktamashämmare",Läkemedel,ATC-koder
J01CR02,J01CR,J01CR02,Amoxicillin och betalaktamashämmare,Läkemedel,ATC-koder
J01CR05,J01CR,J01CR05,Piperacillin och betalaktamashämmare,Läkemedel,ATC-koder
J01D,J01,J01D,Övriga antibakteriella betalaktamer,Läkemedel,ATC-koder
J01DB,J01D,J01DB,"Cefalosporiner, första generationen",Läkemedel,ATC-koder
J01DB01,J01DB,J01DB01,Cefalexin,Läkemedel,ATC-koder
J01DB05,J01DB,J01DB05,Cefadroxil,Läkemedel,ATC-koder
J01DC,J01D,J01DC,"Cefalosporiner, andra generationen",Läkemedel,ATC-koder
J01DC01,J01DC,J01DC01,Cefoxitin,Läkemedel,ATC-koder
J01DC02,J01DC,J01DC02,Cefuroxim,Läkemedel,ATC-koder
J01DC04,J01DC,J01DC04,Cefaklor,Läkemedel,ATC-koder
J01DC08,J01DC,J01DC08,Lorakarbef,Läkemedel,ATC-koder
J01DD,J01D,J01DD,"Cefalosporiner, tredje generationen",Läkemedel,ATC-koder
J01DD01,J01DD,J01DD01,Cefotaxim,Läkemedel,ATC-koder
J01DD02,J01DD,J01DD02,Ceftazidim,Läkemedel,ATC-koder
J01DD04,J01DD,J01DD04,Ceftriaxon,Läkemedel,ATC-koder
J01DD08,J01DD,J01DD08,Cefixim,Läkemedel,ATC-koder
J01DD13,J01DD,J01DD13,Cefpodoxim,Läkemedel,ATC-koder
J01DD14,J01DD,J01DD14,Ceftibuten,Läkemedel,ATC-koder
J01DD52,J01DD,J01DD52,Ceftazidim och betalaktamashämmare,Läkemedel,ATC-koder
J01DD54,J01DD,J01DD54,"Ceftriaxon, kombinationer",Läkemedel,ATC-koder
J01DE,J01D,J01DE,"Cefalosporiner, fjärde generationen",Läkemedel,ATC-koder
J01DE01,J01DE,J01DE01,Cefepim,Läkemedel,ATC-koder
J01DF,J01D,J01DF,Monobaktamer,Läkemedel,ATC-koder
J01DF01,J01DF,J01DF01,Aztreonam,Läkemedel,ATC-koder
J01DH,J01D,J01DH,Karbapenemer,Läkemedel,ATC-koder
J01DH02,J01DH,J01DH02,Meropenem,Läkemedel,ATC-koder
J01DH03,J01DH,J01DH03,Ertapenem,Läkemedel,ATC-koder
J01DH51,J01DH,J01DH51,Imipenem och cilastatin,Läkemedel,ATC-koder
J01E,J01,J01E,Sulfonamider och trimetoprim,Läkemedel,ATC-koder
J01EA,J01E,J01EA,Trimetoprim och derivat,Läkemedel,ATC-koder
J01EA01,J01EA,J01EA01,Trimetoprim,Läkemedel,ATC-koder
J01EC,J01E,J01EC,Medellångverkande sulfonamider,Läkemedel,ATC-koder
J01EC02,J01EC,J01EC02,Sulfadiazin,Läkemedel,ATC-koder
J01EE,J01E,J01EE,"Kombinationer av sulfonamider och trimetoprim, inkl derivat",Läkemedel,ATC-koder
J01EE01,J01EE,J01EE01,Sulfametoxazol och trimetoprim,Läkemedel,ATC-koder
J01F,J01,J01F,"Makrolider, linkosamider och streptograminer",Läkemedel,ATC-koder
J01FA,J01F,J01FA,Makrolider,Läkemedel,ATC-koder
J01FA01,J01FA,J01FA01,Erytromycin,Läkemedel,ATC-koder
J01FA02,J01FA,J01FA02,Spiramycin,Läkemedel,ATC-koder
J01FA06,J01FA,J01FA06,Roxitromycin,Läkemedel,ATC-koder
J01FA09,J01FA,J01FA09,Klaritromycin,Läkemedel,ATC-koder
J01FA10,J01FA,J01FA10,Azitromycin,Läkemedel,ATC-koder
J01FA15,J01FA,J01FA15,Telitromycin,Läkemedel,ATC-koder
J01FF,J01F,J01FF,Linkosamider,Läkemedel,ATC-koder
J01FF01,J01FF,J01FF01,Klindamycin,Läkemedel,ATC-koder
J01FG,J01F,J01FG,Streptograminer,Läkemedel,ATC-koder
J01FG01,J01FG,J01FG01,Pristinamycin,Läkemedel,ATC-koder
J01G,J01,J01G,Antibakteriella aminoglykosider,Läkemedel,ATC-koder
J01GB,J01G,J01GB,Övriga aminoglykosider,Läkemedel,ATC-koder
J01GB01,J01GB,J01GB01,Tobramycin,Läkemedel,ATC-koder
J01GB03,J01GB,J01GB03,Gentamicin,Läkemedel,ATC-koder
J01GB06,J01GB,J01GB06,Amikacin,Läkemedel,ATC-koder
J01GB07,J01GB,J01GB07,Netilmicin,Läkemedel,ATC-koder
J01M,J01,J01M,Antibakteriella kinolonderivat,Läkemedel,ATC-koder
J01MA,J01M,J01MA,Fluorokinoloner,Läkemedel,ATC-koder
J01MA01,J01MA,J01MA01,Ofloxacin,Läkemedel,ATC-koder
J01MA02,J01MA,J01MA02,Ciprofloxacin,Läkemedel,ATC-koder
J01MA06,J01MA,J01MA06,Norfloxacin,Läkemedel,ATC-koder
J01MA12,J01MA,J01MA12,Levofloxacin,Läkemedel,ATC-koder
J01MA14,J01MA,J01MA14,Moxifloxacin,Läkemedel,ATC-koder
J01X,J01,J01X,Övriga antibakteriella medel,Läkemedel,ATC-koder
J01XA,J01X,J01XA,Antibakteriella glykopeptider,Läkemedel,ATC-koder
J01XA01,J01XA,J01XA01,Vankomycin,Läkemedel,ATC-koder
J01XA02,J01XA,J01XA02,Teikoplanin,Läkemedel,ATC-koder
J01XA04,J01XA,J01XA04,Dalbavancin,Läkemedel,ATC-koder
J01XB,J01X,J01XB,Polymyxiner,Läkemedel,ATC-koder
J01XB01,J01XB,J01XB01,Kolistin,Läkemedel,ATC-koder
J01XC,J01X,J01XC,Antibakteriella steroider,Läkemedel,ATC-koder
J01XC01,J01XC,J01XC01,Fusidinsyra,Läkemedel,ATC-koder
J01XD,J01X,J01XD,Imidazolderivat,Läkemedel,ATC-koder
J01XD01,J01XD,J01XD01,Metronidazol,Läkemedel,ATC-koder
J01XE,J01X,J01XE,Nitrofuranderivat,Läkemedel,ATC-koder
J01XE01,J01XE,J01XE01,Nitrofurantoin,Läkemedel,ATC-koder
J01XX,J01X,J01XX,Övriga antibakteriella medel,Läkemedel,ATC-koder
J01XX01,J01XX,J01XX01,Fosfomycin,Läkemedel,ATC-koder
J01XX04,J01XX,J01XX04,Spektinomycin,Läkemedel,ATC-koder
J01XX05,J01XX,J01XX05,Metenamin,Läkemedel,ATC-koder
J01XX08,J01XX,J01XX08,Linezolid,Läkemedel,ATC-koder
J01XX09,J01XX,J01XX09,Daptomycin,Läkemedel,ATC-koder
J01XX11,J01XX,J01XX11,Tedizolid,Läkemedel,ATC-koder
J02,J,J02,Antimykotika för systemiskt bruk,Läkemedel,ATC-koder
J02A,J02,J02A,Antimykotika för systemiskt bruk,Läkemedel,ATC-koder
J02AA,J02A,J02AA,Antibiotika,Läkemedel,ATC-koder
J02AA01,J02AA,J02AA01,Amfotericin B,Läkemedel,ATC-koder
J02AB,J02A,J02AB,Imidazolderivat,Läkemedel,ATC-koder
J02AB02,J02AB,J02AB02,Ketokonazol,Läkemedel,ATC-koder
J02AC,J02A,J02AC,Triazolderivat,Läkemedel,ATC-koder
J02AC01,J02AC,J02AC01,Flukonazol,Läkemedel,ATC-koder
J02AC02,J02AC,J02AC02,Itrakonazol,Läkemedel,ATC-koder
J02AC03,J02AC,J02AC03,Vorikonazol,Läkemedel,ATC-koder
J02AC04,J02AC,J02AC04,Posakonazol,Läkemedel,ATC-koder
J02AC05,J02AC,J02AC05,Isavukonazol,Läkemedel,ATC-koder
J02AX,J02A,J02AX,Övriga antimykotika för systemiskt bruk,Läkemedel,ATC-koder
J02AX01,J02AX,J02AX01,Flucytosin,Läkemedel,ATC-koder
J02AX04,J02AX,J02AX04,Kaspofungin,Läkemedel,ATC-koder
J02AX05,J02AX,J02AX05,Mikafungin,Läkemedel,ATC-koder
J02AX06,J02AX,J02AX06,Anidulafungin,Läkemedel,ATC-koder
J04,J,J04,Medel mot mykobakterier,Läkemedel,ATC-koder
J04A,J04,J04A,Medel för behandling av tuberkulos,Läkemedel,ATC-koder
J04AA,J04A,J04AA,Aminosalicylsyra och derivat,Läkemedel,ATC-koder
J04AA01,J04AA,J04AA01,4-Aminosalicylsyra,Läkemedel,ATC-koder
J04AB,J04A,J04AB,Antibiotika,Läkemedel,ATC-koder
J04AB01,J04AB,J04AB01,Cykloserin,Läkemedel,ATC-koder
J04AB02,J04AB,J04AB02,Rifampicin,Läkemedel,ATC-koder
J04AB04,J04AB,J04AB04,Rifabutin,Läkemedel,ATC-koder
J04AB05,J04AB,J04AB05,Rifapentin,Läkemedel,ATC-koder
J04AC,J04A,J04AC,Hydrazider,Läkemedel,ATC-koder
J04AC01,J04AC,J04AC01,Isoniazid,Läkemedel,ATC-koder
J04AD,J04A,J04AD,Tiokarbamidderivat,Läkemedel,ATC-koder
J04AD01,J04AD,J04AD01,Protionamid,Läkemedel,ATC-koder
J04AD03,J04AD,J04AD03,Etionamid,Läkemedel,ATC-koder
